lags,train_cross_entropy_mean,train_cross_entropy_std,train_cross_entropy_fold_1,train_cross_entropy_fold_2,train_cross_entropy_fold_3,train_cross_entropy_fold_4,train_cross_entropy_fold_5,train_roc_auc_multiclass_mean,train_roc_auc_multiclass_std,train_roc_auc_multiclass_fold_1,train_roc_auc_multiclass_fold_2,train_roc_auc_multiclass_fold_3,train_roc_auc_multiclass_fold_4,train_roc_auc_multiclass_fold_5,train_f1_mean,train_f1_std,train_f1_fold_1,train_f1_fold_2,train_f1_fold_3,train_f1_fold_4,train_f1_fold_5,val_cross_entropy_mean,val_cross_entropy_std,val_cross_entropy_fold_1,val_cross_entropy_fold_2,val_cross_entropy_fold_3,val_cross_entropy_fold_4,val_cross_entropy_fold_5,val_roc_auc_multiclass_mean,val_roc_auc_multiclass_std,val_roc_auc_multiclass_fold_1,val_roc_auc_multiclass_fold_2,val_roc_auc_multiclass_fold_3,val_roc_auc_multiclass_fold_4,val_roc_auc_multiclass_fold_5,val_f1_mean,val_f1_std,val_f1_fold_1,val_f1_fold_2,val_f1_fold_3,val_f1_fold_4,val_f1_fold_5,test_cross_entropy_mean,test_cross_entropy_std,test_cross_entropy_fold_1,test_cross_entropy_fold_2,test_cross_entropy_fold_3,test_cross_entropy_fold_4,test_cross_entropy_fold_5,test_roc_auc_multiclass_mean,test_roc_auc_multiclass_std,test_roc_auc_multiclass_fold_1,test_roc_auc_multiclass_fold_2,test_roc_auc_multiclass_fold_3,test_roc_auc_multiclass_fold_4,test_roc_auc_multiclass_fold_5,test_f1_mean,test_f1_std,test_f1_fold_1,test_f1_fold_2,test_f1_fold_3,test_f1_fold_4,test_f1_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
-800,1.4236211791791415,0.0505312237886365,1.3256071994179173,1.4311181545257567,1.4665630089609247,1.439396942289252,1.455420590701856,0.6088960549000877,0.076453341970451,0.7580953154514626,0.6036373704012632,0.5595546939376037,0.5653659785633062,0.5578269161468029,0.3415663038209327,0.0752955158880382,0.4897403667110822,0.3255476887644439,0.2863145669959588,0.3110226660961255,0.2952062305370531,1.4628115504980088,0.0056582002134404,1.458485510200262,1.458916537463665,1.4646595232188702,1.4588403217494488,1.4731558598577976,0.5331593827364333,0.004857798048056,0.5418446335566396,0.5321642580587118,0.5296091915076956,0.5342826711523907,0.5278961594067284,0.2866856510921067,0.00774822323179,0.2963786562314087,0.288459219865849,0.2865788176052107,0.2893286907293756,0.2726828710286896,1.46068604439497,0.0059503963339195,1.459756787866354,1.4516787938773632,1.4594775214791298,1.4702256508171558,1.4622914679348469,0.50810501329321,0.0172329781660633,0.5212401992602346,0.4839500735084859,0.5009979523746453,0.5011359156352009,0.5332009256874836,0.2915455264805064,0.0068459155399574,0.2970869331148104,0.2988724988311539,0.2944523402310067,0.2807370426203503,0.2865788176052107,9.2,8.704022058795577,26,8,2,7,3
-775,1.4435301376643932,0.0356604763911274,1.3857723374115791,1.4335115482932643,1.484105937104476,1.4784104786421124,1.4358503868705348,0.5673656639568911,0.0598106682495051,0.6720701557756833,0.578597320581796,0.5198771551992737,0.4999778477369779,0.566305840490725,0.3273797136955181,0.0429352030333565,0.4069128003171262,0.3321488394363007,0.2869337435621054,0.2938038378954724,0.3170993472665857,1.464543917030096,0.0075980074086128,1.4537181481719017,1.457187619060278,1.4695076867938042,1.46951974183321,1.4727863892912865,0.5243336666232729,0.0077969693853213,0.5235542792205342,0.5329081181482845,0.5312278208027488,0.5230890191645434,0.5108890957802538,0.2902187366429409,0.0040113632497705,0.295836744725524,0.2878081781991824,0.2865788176052107,0.2865788176052107,0.2942911250795765,1.4631690941751003,0.0097786686309386,1.4610612392425537,1.4487541988492012,1.463888198137283,1.4794519916176796,1.4626898430287838,0.5047757093317493,0.005233107443372,0.5074108265173158,0.5055632760784422,0.4944900979981576,0.5083053484965822,0.5081089975682488,0.292251937463576,0.0100211402839839,0.2988751572222153,0.2951020806665345,0.2944523402310067,0.2726828710286896,0.3001472381694335,6.0,4.560701700396552,13,8,1,1,7
-750,1.465494444244786,0.0126528397740141,1.454585239761754,1.45763166452709,1.4813370943069455,1.48045647520768,1.4534617474204616,0.540412981700824,0.0327509965769723,0.5506960597220738,0.5861116720772586,0.4978278563650468,0.5085571665975368,0.5588721537422039,0.2898508458107175,0.0040894109743102,0.2960744420432513,0.2861156976370497,0.2856976609455753,0.2882035660736898,0.2931628623540211,1.4667038045823575,0.0053389557859,1.4591188877820969,1.4618023075163364,1.470136892050505,1.4692057259380815,1.4732552096247673,0.5297241992330881,0.00470972960935,0.5352340460509076,0.5341045068817554,0.5286825761292905,0.5285502431973411,0.5220496239061463,0.2837996282899065,0.0055583786306084,0.2865788176052107,0.2865788176052107,0.2865788176052107,0.2865788176052107,0.2726828710286896,1.4632708571851254,0.0085651261321043,1.4573623910546305,1.4533318653702736,1.4639466106891632,1.4785237312316897,1.4631896875798702,0.5082852511770404,0.011053371824629,0.5206474447889707,0.5155829975796571,0.4935351000601095,0.4964712905747668,0.5151894228816977,0.2880206901784478,0.0081856416454124,0.2920138538372269,0.2943755681901046,0.2944523402310067,0.2726828710286896,0.2865788176052107,2.8,1.469693845669907,4,4,1,1,4
-725,1.4591462943428442,0.0167075468139649,1.465191488516958,1.4821289777755735,1.465827525289435,1.4326675465232448,1.4499159336090088,0.559249360630315,0.0311660505850024,0.5690784036292575,0.4996959808435501,0.5632413919162663,0.5908258583223729,0.5734051684401287,0.2945127272188155,0.0111153089763755,0.2872699368176042,0.2854818770111185,0.2881267601030389,0.3154920573081201,0.2961930048541959,1.466147481650114,0.0048390762629272,1.4655638933181765,1.4698950871825218,1.4660514742136002,1.4576140977442265,1.4716128557920456,0.5232134880588363,0.0067500963829855,0.5226717419076234,0.5157588783464918,0.5352664373123169,0.5242226862502634,0.5181476964774859,0.2837996282899065,0.0055583786306084,0.2865788176052107,0.2865788176052107,0.2865788176052107,0.2865788176052107,0.2726828710286896,1.46377931535244,0.0036012775346722,1.4624179564416409,1.4631953202188015,1.4604396969079971,1.4707538411021233,1.4620897620916369,0.5064952524258505,0.0132168151567557,0.5063249814290602,0.5016078811097601,0.5016470225140123,0.4917385825261499,0.5311577945502701,0.2880206901784478,0.0081856416454124,0.2920138538372269,0.2943755681901046,0.2944523402310067,0.2726828710286896,0.2865788176052107,3.4,2.4979991993593593,2,1,2,8,4
-700,1.4618121757005391,0.0111872108272117,1.459947987606651,1.4552149157775076,1.483141961850618,1.45990639234844,1.4508496209194786,0.540506769222819,0.0282940307898305,0.5485224493182026,0.5603174826587473,0.4845668039364174,0.5578483094891502,0.5512788007115775,0.2924143244819494,0.0062355177885258,0.2883506388527029,0.2898304537567557,0.285004794871296,0.2964834317352483,0.3024023031937437,1.4682645179331302,0.0032619479524955,1.4634598344564438,1.4710434339940548,1.469347532838583,1.4655127860605717,1.471959002315998,0.5227952600379309,0.0087609052807557,0.5358633183880229,0.5114066436661611,0.5213218099191559,0.529060164202046,0.5163243640142685,0.2837996282899065,0.0055583786306084,0.2865788176052107,0.2865788176052107,0.2865788176052107,0.2865788176052107,0.2726828710286896,1.465808852016926,0.0060949190004444,1.4591652676463127,1.470062766224146,1.4636769630014896,1.4754432328045368,1.460696030408144,0.5010499374037563,0.0053539559967605,0.507919611943659,0.4925781535454159,0.4983167031096998,0.5051531326823766,0.5012820857376303,0.2885229570307605,0.0086253989045337,0.2920138538372269,0.296886902451668,0.2944523402310067,0.2726828710286896,0.2865788176052107,3.0,1.4142135623730951,3,5,1,2,4
-675,1.4306743855225412,0.0354316953929983,1.460515072471217,1.4013971153058504,1.458845265288102,1.375545909530238,1.4570685650172988,0.6003066946533955,0.0521940825768802,0.5563560200673088,0.6442466621025243,0.5542888819894309,0.6806872222740976,0.5659546868336158,0.335006153816727,0.0538197554205847,0.2870795151509206,0.3935664247375672,0.2941617576575038,0.4076960498246157,0.2925270217130274,1.4616380207240582,0.0062241503689917,1.4616015404462814,1.457588329911232,1.4597538858652117,1.4557934887707231,1.4734528586268425,0.5244523466243403,0.0068465135416992,0.5176360439483076,0.5257838137855094,0.5261471872651063,0.516964262583528,0.5357304255392501,0.2893065618235669,0.0103793801500042,0.2865788176052107,0.2989888911408279,0.2865788176052107,0.3017034117378953,0.2726828710286896,1.4593889586627484,0.0047134011446323,1.458209615200758,1.455755230039358,1.4537338875234127,1.4668270125985146,1.4624190479516983,0.4999006917967272,0.0166271603604729,0.5283299701950387,0.4840482374862613,0.5066590137911736,0.4835178645847435,0.4969483729264189,0.2941546275860215,0.0075624215213048,0.2920138538372269,0.3083384783648319,0.2944523402310067,0.2893896478918311,0.2865788176052107,7.6,5.388877434122992,3,12,4,16,3
-650,1.447240841514186,0.0430270392884316,1.4573686223281055,1.4918650300879228,1.3649244935888991,1.4591707643709684,1.462875297195033,0.5783639166207907,0.0660629417123046,0.5465725487624097,0.5039092788135554,0.7013266044153086,0.5719843196974436,0.5680268314152366,0.3183019275334754,0.062830517939203,0.2876463552948372,0.2715111971461491,0.4427973070246538,0.2960669687800377,0.2934878094216993,1.4659634776413442,0.0061493658535651,1.4603700190782547,1.4700478315353394,1.4593241922557354,1.4643884897232056,1.4756868556141851,0.5195714437798029,0.0105234217814367,0.5230881489063969,0.5189910251771136,0.5372698619437121,0.5119815815795175,0.5065266012922749,0.2888439528301797,0.0126773293323995,0.2865788176052107,0.2865788176052107,0.3118004403065763,0.2865788176052107,0.2726828710286896,1.4648285493254662,0.005813561854702,1.456746980547905,1.4639113545417786,1.463201440870762,1.474817618727684,1.4654653519392014,0.4953734680430659,0.0141368988531523,0.5173021460499193,0.4747035172558818,0.4934831344795539,0.4890796972128182,0.5022988452171562,0.2911333788163331,0.0120747463516094,0.2920138538372269,0.2943755681901046,0.3100157834204337,0.2726828710286896,0.2865788176052107,5.2,5.979966555090422,4,1,17,2,2
-625,1.450835657370718,0.0090063916702251,1.4605524201142162,1.4353972610674406,1.4565443528325934,1.4463573405617165,1.4553269122776231,0.5665557858348166,0.0096980331955283,0.5615938916537063,0.5811973077579123,0.5663275210410567,0.5521722462748443,0.571487962446563,0.3011162960037293,0.0142794906300302,0.2867733917756424,0.3256891309521497,0.2901111989032779,0.3081583341120529,0.2948494242755241,1.4628956876695156,0.0048438938319899,1.4639118313789368,1.4567069970071316,1.4615927375853062,1.4608741402626038,1.4713927321135998,0.5210725358382611,0.0105831031925796,0.5279387844092004,0.5292207360256389,0.5157723224987483,0.5298388608630235,0.5025919753946946,0.2835283611336453,0.005448129120801,0.2865788176052107,0.2852224818239047,0.2865788176052107,0.2865788176052107,0.2726828710286896,1.4592371121048928,0.0063357750890544,1.458506841212511,1.4496334679424765,1.4568618647754192,1.4688737466931343,1.4623096399009228,0.4934152332610478,0.0128346395012364,0.4851617477682129,0.5045900536385117,0.4789317571444028,0.4858915944283588,0.5125010133257532,0.2888067273227774,0.0089143977388193,0.2920138538372269,0.2983057539117532,0.2944523402310067,0.2726828710286896,0.2865788176052107,4.6,1.8547236990991407,3,8,4,5,3
-600,1.3953591527436908,0.0613978042053509,1.465406558388158,1.3554905213807755,1.3521246383064671,1.473990613535831,1.3297834321072226,0.6512855853048456,0.1022568688477137,0.5565984139813942,0.7131557687405864,0.7287630502203857,0.5015019838553684,0.7564087097264934,0.396103004984538,0.0858717759811983,0.2869601964881457,0.4550315425964096,0.4489230913938171,0.2981260890976547,0.491474105346663,1.465423508733511,0.0053187329334356,1.4659743532538414,1.4635352455079556,1.456471960991621,1.46906565874815,1.472070325165987,0.5203289509202476,0.012636118405281,0.5151890158722682,0.5198101441094699,0.5365276113884635,0.5301209935715251,0.4999969896595113,0.3033422078919587,0.0148428077506507,0.2865788176052107,0.3224097511922479,0.3165474529824318,0.2865788176052107,0.3045962000746925,1.4655996561050415,0.0071170190647636,1.4614429734647274,1.4595694690942764,1.4611227922141552,1.4789341799914837,1.4669288657605648,0.4962911546030179,0.0154077581951787,0.480292885284405,0.5142439455822402,0.5103214309394064,0.4763793973941719,0.5002181138148664,0.309654891360186,0.0251588452414258,0.2920138538372269,0.3273387247888391,0.3438054718895963,0.2726828710286896,0.3124335352565781,13.0,9.423375191511797,2,20,20,1,22
-575,1.45237849536695,0.0337193292407385,1.387174351591813,1.4665108743466828,1.45381996004205,1.4771848214300056,1.4772024694241976,0.5506852913619908,0.045356293488568,0.6325183403950579,0.5462254661875333,0.5572629928573026,0.5097784141096048,0.5076412432604553,0.3172476795380072,0.0505454844147607,0.418145883381671,0.2864512088056257,0.2958461087217307,0.2920374565469439,0.2937577402340647,1.4684802569448947,0.0063277116988255,1.464672189205885,1.4661517329514029,1.4617026634514332,1.4698899537324903,1.4799847453832626,0.5189094450666509,0.0094842512795673,0.5230243974583912,0.5105713792713904,0.5237474287719971,0.5316347344620533,0.5055692853694225,0.2885512752773178,0.0121498815816502,0.3103370525422669,0.2865788176052107,0.2865788176052107,0.2865788176052107,0.2726828710286896,1.4668692171573638,0.0071672811301726,1.4628116749227047,1.4607938267290592,1.4613634161651134,1.4797322303056717,1.4696449376642704,0.4906450083059474,0.0219930454567224,0.5178632544478803,0.4829050845294269,0.466914574313049,0.4699067122257431,0.5156354160136377,0.2927880812100523,0.013255878528153,0.313138598265495,0.2943755681901046,0.2971645509607613,0.2726828710286896,0.2865788176052107,4.4,4.5431266766402185,13,2,5,1,1
