lags,train_mse_mean,train_mse_std,train_mse_fold_1,train_mse_fold_2,train_mse_fold_3,train_mse_fold_4,train_mse_fold_5,train_r2_mean,train_r2_std,train_r2_fold_1,train_r2_fold_2,train_r2_fold_3,train_r2_fold_4,train_r2_fold_5,train_corr_mean,train_corr_std,train_corr_fold_1,train_corr_fold_2,train_corr_fold_3,train_corr_fold_4,train_corr_fold_5,val_mse_mean,val_mse_std,val_mse_fold_1,val_mse_fold_2,val_mse_fold_3,val_mse_fold_4,val_mse_fold_5,val_r2_mean,val_r2_std,val_r2_fold_1,val_r2_fold_2,val_r2_fold_3,val_r2_fold_4,val_r2_fold_5,val_corr_mean,val_corr_std,val_corr_fold_1,val_corr_fold_2,val_corr_fold_3,val_corr_fold_4,val_corr_fold_5,test_mse_mean,test_mse_std,test_mse_fold_1,test_mse_fold_2,test_mse_fold_3,test_mse_fold_4,test_mse_fold_5,test_r2_mean,test_r2_std,test_r2_fold_1,test_r2_fold_2,test_r2_fold_3,test_r2_fold_4,test_r2_fold_5,test_corr_mean,test_corr_std,test_corr_fold_1,test_corr_fold_2,test_corr_fold_3,test_corr_fold_4,test_corr_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
-800,1110.3555463364544,817.4810595179729,1774.1815865909352,1790.728523299273,1768.4879681082332,108.93148334727567,109.44817033655504,-11.994057565156153,9.727942288500095,-21.9318560358356,-19.141094836767984,-18.57447918898919,-0.1521072289522956,-0.1707505352356854,-0.005058857806246,0.0094892255159074,0.0099047824939,-0.0163410707116674,0.0005702042993267,-0.0062500588335644,-0.0131781462792252,68.45950320394415,13.09725753212683,61.71747851790043,61.87679690645452,62.31857411903248,61.73425187562641,94.65041460070694,-0.3796657940797638,0.213813343497997,-0.2505766425216407,-0.2744191173921552,-0.3142482648816025,-0.2541932704155905,-0.8048916751878303,-0.0765733802249949,0.0175347926143506,-0.0878245721718198,-0.0878298990591837,-0.0876780050937413,-0.0770275567805296,-0.0425068680197,89.863191467419,19.289222430080635,120.08636916311164,93.61038161160651,78.93905502453185,94.8928317019814,61.78731983586361,-0.3331327708143937,0.2310325085930017,-0.1429351986500255,-0.2056521543285303,-0.2678447742211191,-0.78620676931582,-0.2630249575564736,-0.0974585055423711,0.0321432326530022,-0.1370601144317014,-0.1120467574311126,-0.1174803317867611,-0.0496225237372543,-0.0710828003250259,3.8,3.487119154832538,1,1,1,7,9
-775,457.0265160414753,703.172096520658,99.85867026833928,105.92508376626408,1863.358065706141,107.94191495110007,108.04884551553164,-4.026460415685878,7.763564983534085,-0.1489557059372172,-0.1267846286296844,-19.55357696659425,-0.1581797897815704,-0.144804987486671,0.0040345484686515,0.0149948782397375,-0.0002799359098871,0.0291398665169253,-0.0175427608997458,0.0022540170370655,0.0066015555988997,68.88373364565665,13.770938915557055,61.72401031694914,61.71649618316115,62.834232229935495,61.73174720898009,96.4121822892574,-0.3534567301733452,0.1825180387925099,-0.2520231447721782,-0.2243401481394182,-0.3494713871102584,-0.2339915424062494,-0.7074574284386217,-0.0473256432652481,0.0517885765719435,-0.0892378390958663,-0.0351673696300407,-0.0937765046556913,-0.0659883837940645,0.047541880849422,90.34840184261924,19.42350469191164,120.518816295423,94.28804093076472,79.63216022022984,95.56472969055176,61.7382620761269,-0.3136765889954149,0.2215560781291583,-0.1390632704684609,-0.1682059409325583,-0.2993553604995995,-0.7432390953365126,-0.2185192777399431,-0.0665587829258966,0.0537180608353507,-0.1327321698905475,-0.0552589797495002,-0.1199117802377594,-0.0371285721561626,0.0122375874044863,11.0,6.957010852370434,6,17,1,11,20
-750,447.3408280496036,679.5901052581878,100.01520459792194,106.8597422207103,114.49357394050148,108.84611284592572,1806.4895066429588,-4.454076614379883,8.58554609846471,-0.1530814875574672,-0.1406354820027071,-0.181602476975497,-0.1699176669120788,-21.625145958451665,-0.0002029086164496,0.0083678631253275,-0.0053176742663387,-0.0031320828890088,0.0076719194184988,-0.0113730752559871,0.0111363699105876,68.53052514059502,13.337890220657052,61.683646386129816,61.697346101727405,62.3369917618601,61.732852935791016,95.20178851746677,-0.3572986000462582,0.2096264511571269,-0.2322484913625215,-0.2359386985762077,-0.3145822433003208,-0.2319277409921612,-0.7717958260000798,-0.0677466321436345,0.0157487655456284,-0.0780884531784083,-0.0474619166108599,-0.0916349324479437,-0.0555870673995007,-0.0659607910814597,90.3244135940284,19.747073472587687,121.28990598310504,94.03639838570042,78.94471787569816,95.64907903838576,61.70196668725265,-0.3132630147432026,0.2178308058488701,-0.1365797373286464,-0.1766910741203709,-0.2681232523499873,-0.7385512862289161,-0.2463697236880921,-0.0842160835976532,0.0325169166137097,-0.1115450745023656,-0.0673190021985455,-0.1143768884797106,-0.0284175726323666,-0.0994218801752778,9.0,5.215361924162119,11,15,5,13,1
-725,438.52960181292366,663.0610036034004,100.61768376967488,108.61988325680004,111.39075505873735,1764.6326705259437,107.3870164534625,-4.039221064273049,7.760758630113141,-0.1661154091358185,-0.1615877509117126,-0.1499832682749804,-19.56073470992201,-0.1576841831207275,0.0059574035803362,0.0058823194757343,0.0028448252348051,-0.003483740822412,0.0085965329592855,0.0139205675079103,0.0079088330220924,68.65073360978512,13.540254512656944,61.79316867025275,61.80304366663883,62.17094249056097,61.75694340153744,95.72956981993558,-0.3529848912305999,0.1957750819232092,-0.2131881462900262,-0.2628127158733836,-0.3011982859226695,-0.2472959066692151,-0.7404294013977051,-0.038267584102843,0.0695713278363091,-0.0866162697973522,-0.0060780790638027,-0.0827464885486845,-0.1001717138528954,0.0842746307485197,90.30437483871192,20.082024560777207,122.36842480040433,93.68655296794157,78.69898384495785,95.08752277441192,61.68038980584396,-0.318815525163684,0.2304532556013575,-0.1361963508421914,-0.1969588974065948,-0.2560683948951855,-0.772594690322876,-0.2322592923515721,-0.0530756841948778,0.0671448583561052,-0.1251174754936967,-0.0238639689785869,-0.1049558539413275,-0.0739929886338742,0.062551866073096,13.0,8.78635305459552,10,21,8,1,25
-700,794.7467994465547,839.4140474812341,1873.114679964851,107.35421416338752,113.81744030223172,108.46202192867504,1770.9856408736284,-8.80203752103974,10.64587407133738,-23.467828570393955,-0.1430280580240137,-0.1611220973379471,-0.1573136410292457,-20.08089523841353,-0.0027438889551216,0.0040533513119143,0.0024437926168663,-0.0027719997051034,0.0009501990399953,-0.0082651430165723,-0.0060762937107938,68.65366350475111,13.437108879300109,61.78621369077448,61.70004941706072,62.40059245260138,61.85804678264417,95.52341518067476,-0.3674834297414412,0.1941289260499052,-0.2626555928012781,-0.2376638086218583,-0.3193852838717009,-0.26564621925354,-0.7520662441588285,-0.0883123710583037,0.0125853921575351,-0.1059650502110455,-0.0927631547965575,-0.0950157245735458,-0.0744931877942004,-0.0733247379161695,89.89899850142629,19.342512915559187,120.194677185594,94.00685655025012,79.0352018590559,94.57418281153628,61.68407410069515,-0.3280026617803071,0.2458813148252764,-0.1409397355297155,-0.1779616736529166,-0.2724295028469018,-0.811218568107538,-0.2374638287644637,-0.103408287010225,0.0332189403754241,-0.1526634113953996,-0.1017428985388394,-0.1091017387970759,-0.0481600089554201,-0.1053733773643902,5.2,3.815756805667782,1,7,6,11,1
-675,450.43316548066986,688.2461683644551,101.37121976964616,104.9440040363985,111.322836079317,1826.9100727530088,107.61769476497876,-4.2805548029086165,8.264734330970793,-0.1801314834286184,-0.1219682732049156,-0.1420008508598103,-20.80998120342984,-0.1486922036199008,0.0056282777264577,0.0063556800789798,-0.0013405000643722,0.0170561385327292,0.0008578099947258,0.0058457650114124,0.0057221751577933,68.83128008591501,14.085437473840807,61.79131568105597,61.70704501971864,61.87847224453039,61.77762339407938,97.00194409019068,-0.330013102397584,0.1780240828355507,-0.2138778159492894,-0.2277758351543493,-0.2724885145823161,-0.2521442593189708,-0.6837790869829947,-0.0715396251819472,0.0404506588667233,-0.0840044394829882,-0.0850838704051025,-0.0858419044310913,-0.1098022903785469,0.0070343787879928,90.33294625867876,20.14127817029254,122.4858321808932,94.181030206513,78.21846667507239,94.93806634869492,61.84133588222035,-0.3060855200416163,0.2406130602957434,-0.1357296747073792,-0.172273083737022,-0.2300066383261429,-0.782970668976767,-0.2094475344607704,-0.0829132034386132,0.030482202639875,-0.1199284582072052,-0.0889371185024318,-0.0990261586276781,-0.0781392827548348,-0.0285349991009162,10.2,5.5641710972974225,13,10,9,1,18
-650,799.5975007943546,847.0684575314693,1866.0186323951273,108.026322443345,1807.5677165311924,107.75824115977568,108.61659144233256,-8.290994100290186,10.005441464317906,-22.043619208125502,-0.1531929128310259,-18.92743096281501,-0.1767941240002127,-0.1539332936791812,-0.0006092696295629,0.0061825235133543,0.0057555535150801,-0.0036559555658159,-0.0029677101960474,-0.0093141396945986,0.0071359037935668,68.5287132965891,13.14524928042421,61.70694991998505,61.907894703379846,62.34116560952705,61.87168874238667,94.81586750766688,-0.3682747566909121,0.2182270217041315,-0.2415319472028498,-0.2759064247733668,-0.3148295314688432,-0.2100027423155935,-0.7991031376939071,-0.0897899558266273,0.0164080377802888,-0.1084028396494033,-0.0688305399544014,-0.1083078218722029,-0.0882889139736602,-0.0751196636834688,90.44125512106378,19.72201269432263,121.09785156919246,93.57629598651016,78.94874539291649,96.81924408360533,61.76413857309442,-0.3118093687191344,0.1923056404613137,-0.1370692817788375,-0.2095148019623338,-0.2683204579771611,-0.6849679068515175,-0.2591743950258222,-0.1025312504330813,0.0331149951116473,-0.1579768482652868,-0.0779510672968044,-0.1091479213066856,-0.0607860658313719,-0.1067943494652577,5.6,5.122499389946279,1,14,1,9,3
-625,107.64805848514332,3.816775251967548,101.19305691438562,106.12990686753216,112.5631722618552,109.30531829385195,109.04883808809168,-0.1605407604049233,0.0183115130704043,-0.1791969152057872,-0.136838509755976,-0.1398556884597329,-0.1714327615850112,-0.1753799270181094,0.004439757135885,0.005748727982883,0.0073287922327461,0.0143551327370326,0.0016209884923334,-0.0011760364900349,6.990870734786285e-05,69.07824920185826,14.266886985543618,61.70734626368473,61.84491227802477,62.38288653524298,61.84783048797072,97.60827044436806,-0.3377695600191752,0.1666795145531856,-0.2279831296519229,-0.2682715633459258,-0.3180095772994192,-0.2116510376595614,-0.6629324921390467,-0.0480598794006366,0.0611716444991335,-0.1001495150542867,-0.0839795597845263,-0.1037782784551382,-0.0014242682883744,0.0490322245791423,90.60088606717294,19.82898960460448,121.68518334104304,93.62340237801536,79.00843519913523,96.70374244556092,61.98366697211014,-0.3004090426260964,0.1991602703629723,-0.1358508415389479,-0.2034872770309448,-0.2711736350728754,-0.6894246998586153,-0.202108759629099,-0.0567474102274629,0.0682564406656293,-0.1452135492500179,-0.0862231176150472,-0.0989287134521363,0.0238884101507433,0.0227399190291435,14.4,7.735631842325486,9,11,5,22,25
-600,812.2197409416648,862.5826614400532,1901.086989773021,108.72306956122904,1835.6295501933375,109.57026764364804,106.08882753708784,-8.63033316261628,10.419143575278314,-22.83791021283935,-0.162923173343434,-19.838341428953058,-0.1751384387998019,-0.1373525591457591,-0.0023088070558493,0.0111134224425572,0.0051262910364825,-0.0103836476474123,-0.0092861205353127,-0.0129806862332556,0.0159801281002514,68.66831206606146,13.521747725511572,61.745673631366934,61.75233395894369,62.39362904063442,61.742756826835766,95.70716687252649,-0.3585867162336383,0.1939838816541355,-0.252485570154692,-0.2538678259180303,-0.3187974963271827,-0.2260740148393731,-0.7417086739289133,-0.0543854419250253,0.0676702846143555,-0.1082496618721307,-0.1007500380408345,-0.1080442858786371,0.0620889436594504,-0.0169721674929748,90.21491436540036,19.56628322865664,120.71051172624554,93.7536748584948,79.02328849257084,95.9041477337218,61.68294901596872,-0.3121298423984594,0.2111547673074507,-0.1385862011658518,-0.192223428634175,-0.2718739927860728,-0.7250888556764837,-0.2328767337297138,-0.0672322745206193,0.0800135648756564,-0.1619847783034569,-0.1039669366324679,-0.1001436775877026,0.0744933707459846,-0.044559350825454,10.6,10.480458005259122,1,6,1,28,17
-575,793.051068317189,835.7091001027854,1842.1868790570427,1790.579429604025,114.6243678822237,108.78771624845616,109.07694879419664,-8.84763770790661,10.656348699886449,-23.03881408957874,-20.695912323278534,-0.1619248810936422,-0.1737736628336064,-0.1677635827485253,-0.0041363073790596,0.006808925873974,-0.0016362229197779,-0.0038611168247264,-0.0169078498575425,0.0033524313749855,-0.0016287786682369,68.2599522841604,12.950347548333498,61.71355285979154,61.80108162394741,61.88239599529066,61.74234099137155,94.1603899504009,-0.3732615640288905,0.2435449813048196,-0.2440730793434277,-0.2620685916197927,-0.2729221791551824,-0.2278658214368318,-0.8593781485892179,-0.0928861515204373,0.0155274325462076,-0.1085605510559521,-0.1084919251305492,-0.074826225809949,-0.0985790853257895,-0.0739729702799466,90.14379951410126,19.64777753196727,121.00702044838351,93.64061628308212,78.223772283186,95.8286100354111,62.01897852044357,-0.3182934903261954,0.2111895111335146,-0.1370334374277215,-0.2025042458584434,-0.2338813877942269,-0.7290933717761123,-0.2889550087744729,-0.1046227658379888,0.0323286844191752,-0.1632823183675084,-0.1075325717928966,-0.0792830205734884,-0.0710497254897889,-0.1019661929662617,5.6,4.454211490264018,1,1,13,7,6
