lags,train_bce_mean,train_bce_std,train_bce_fold_1,train_bce_fold_2,train_bce_fold_3,train_bce_fold_4,train_bce_fold_5,train_roc_auc_mean,train_roc_auc_std,train_roc_auc_fold_1,train_roc_auc_fold_2,train_roc_auc_fold_3,train_roc_auc_fold_4,train_roc_auc_fold_5,train_sensitivity_mean,train_sensitivity_std,train_sensitivity_fold_1,train_sensitivity_fold_2,train_sensitivity_fold_3,train_sensitivity_fold_4,train_sensitivity_fold_5,train_specificity_mean,train_specificity_std,train_specificity_fold_1,train_specificity_fold_2,train_specificity_fold_3,train_specificity_fold_4,train_specificity_fold_5,train_f1_mean,train_f1_std,train_f1_fold_1,train_f1_fold_2,train_f1_fold_3,train_f1_fold_4,train_f1_fold_5,train_precision_mean,train_precision_std,train_precision_fold_1,train_precision_fold_2,train_precision_fold_3,train_precision_fold_4,train_precision_fold_5,val_bce_mean,val_bce_std,val_bce_fold_1,val_bce_fold_2,val_bce_fold_3,val_bce_fold_4,val_bce_fold_5,val_roc_auc_mean,val_roc_auc_std,val_roc_auc_fold_1,val_roc_auc_fold_2,val_roc_auc_fold_3,val_roc_auc_fold_4,val_roc_auc_fold_5,val_sensitivity_mean,val_sensitivity_std,val_sensitivity_fold_1,val_sensitivity_fold_2,val_sensitivity_fold_3,val_sensitivity_fold_4,val_sensitivity_fold_5,val_specificity_mean,val_specificity_std,val_specificity_fold_1,val_specificity_fold_2,val_specificity_fold_3,val_specificity_fold_4,val_specificity_fold_5,val_f1_mean,val_f1_std,val_f1_fold_1,val_f1_fold_2,val_f1_fold_3,val_f1_fold_4,val_f1_fold_5,val_precision_mean,val_precision_std,val_precision_fold_1,val_precision_fold_2,val_precision_fold_3,val_precision_fold_4,val_precision_fold_5,test_bce_mean,test_bce_std,test_bce_fold_1,test_bce_fold_2,test_bce_fold_3,test_bce_fold_4,test_bce_fold_5,test_roc_auc_mean,test_roc_auc_std,test_roc_auc_fold_1,test_roc_auc_fold_2,test_roc_auc_fold_3,test_roc_auc_fold_4,test_roc_auc_fold_5,test_sensitivity_mean,test_sensitivity_std,test_sensitivity_fold_1,test_sensitivity_fold_2,test_sensitivity_fold_3,test_sensitivity_fold_4,test_sensitivity_fold_5,test_specificity_mean,test_specificity_std,test_specificity_fold_1,test_specificity_fold_2,test_specificity_fold_3,test_specificity_fold_4,test_specificity_fold_5,test_f1_mean,test_f1_std,test_f1_fold_1,test_f1_fold_2,test_f1_fold_3,test_f1_fold_4,test_f1_fold_5,test_precision_mean,test_precision_std,test_precision_fold_1,test_precision_fold_2,test_precision_fold_3,test_precision_fold_4,test_precision_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
-800,0.538315377515905,0.0462131777578991,0.5264660900129992,0.4649902853895636,0.6067615449428558,0.5337079789708642,0.5596509882632423,0.7998776998370695,0.0449975662359238,0.8055098812070038,0.8662638598971087,0.724937063743451,0.8070262138756386,0.795651480462145,0.7194245786892847,0.065818476768998,0.7199615743733391,0.8219261947203125,0.6144554791613616,0.712231559290383,0.7285480859010272,0.7325926645557306,0.0212024427372779,0.7224794187098832,0.7663690964585039,0.7014033326735064,0.7376780342892874,0.735033440647472,0.7551117091446607,0.0270762394864026,0.7537483839697493,0.7997909864193626,0.7144626091719929,0.7513687321290559,0.7561878340331428,0.41585629240041,0.0347545832390308,0.4023740964917435,0.4594212160388631,0.356448208654091,0.4300582995435936,0.430979641273759,0.6287289549907049,0.030277804729968,0.6683817754189173,0.5956331541140875,0.6435323705275854,0.645148312052091,0.5909491628408432,0.7638235538951118,0.0159078618801692,0.7528518194097904,0.7658428742486714,0.7630746668790147,0.7452944559466298,0.792053952991453,0.5377248677248677,0.1528906543781767,0.4466931216931217,0.624074074074074,0.4361111111111111,0.3845238095238095,0.7972222222222222,0.8593504892852719,0.0849582399067449,0.8960718857095668,0.7884045584045584,0.9305456459804284,0.9503082290763452,0.7314221272554606,0.7884695656889674,0.018340011210154,0.7907520152917442,0.7673632788884269,0.8080079461099317,0.8087168025859893,0.767507785568745,0.5250195515269045,0.0488200688288199,0.5370879120879121,0.5157051282051283,0.5892676767676768,0.5430555555555555,0.4399814850182497,0.6175157889723779,0.0548952943198758,0.5525726675987244,0.7139817674954733,0.630009651184082,0.5810274382432302,0.6099874203403791,0.7327955461909267,0.0469770670137277,0.800901187932438,0.6769150656107179,0.6990255731922398,0.774395837572921,0.7127400666463166,0.4780315055315055,0.1597020232545367,0.6339285714285715,0.4441257816257817,0.3198412698412698,0.3006944444444444,0.6915674603174603,0.8003149803765746,0.1319660056507983,0.862795584045584,0.7419891943804987,0.9110303893637228,0.9173990978157646,0.568360636277303,0.7022002027470389,0.0754649358566265,0.8258470748248189,0.6627537680209373,0.7143875166123305,0.7124716271908964,0.595541027086211,0.4408097303930637,0.0721686651925058,0.5634920634920635,0.4812983312983314,0.4016955266955266,0.3708333333333333,0.3867293971460637,12.4,3.773592452822642,17,13,6,15,11
-775,0.5672296364517774,0.0883810567924541,0.6628071823540855,0.4635073507533354,0.5057385949527516,0.5215585310669506,0.6825365231317633,0.7504965843766187,0.1119232361377656,0.6409073626730607,0.8677084225909067,0.8321988717938538,0.8203350241264293,0.5913332406988429,0.6748067945126769,0.0889736934279811,0.5782589959060547,0.7844834903658433,0.7279263220439692,0.7229691876750701,0.5603959765724472,0.6911987417310649,0.0886722910430771,0.6069493805401547,0.7762559631257802,0.7590564432252411,0.7517844598376321,0.5619474619265165,0.7127839926008107,0.0771543185281426,0.6421674621445244,0.7971168158464221,0.7644126423858577,0.7603135370264494,0.5999095056008003,0.3760772940560319,0.0867540990254529,0.2830424728906335,0.4507324374971433,0.4416928659575718,0.4472788649259237,0.2576398290088875,0.6618666380643845,0.0202535126596136,0.6658356140057246,0.6510297904411951,0.6289804677168528,0.6865468720595042,0.6769404460986456,0.7680954196601842,0.0178349562185308,0.7418568951177646,0.7751296060354033,0.7745965092341903,0.7553481180655094,0.7935459698480533,0.4551124338624338,0.1337711361551092,0.3822751322751322,0.326984126984127,0.5862433862433862,0.3349206349206349,0.6451388888888888,0.894189840621,0.053512620547546,0.9188923985300796,0.9252279202279202,0.8360729179569759,0.963803212353937,0.8269527540360873,0.783340525147001,0.0226590775715166,0.7807869662584737,0.7409517194156416,0.7906365158541376,0.8031590142796076,0.8011684099271444,0.4857671957671957,0.0766846085726909,0.3911680911680912,0.41875,0.5381639194139194,0.6005952380952381,0.4801587301587302,0.642589998493592,0.0425906331786767,0.6480567554632822,0.6947198460499445,0.6185554514328638,0.574909370392561,0.6767085691293081,0.7340980488747698,0.0571304747121891,0.8268704848392349,0.6715743493121211,0.7054202279202278,0.7719122447768281,0.6947129375254374,0.4523761423761424,0.1413070006685483,0.5575396825396826,0.321305315055315,0.5623015873015873,0.2430555555555555,0.5776785714285714,0.7943842843951539,0.1073224068060775,0.8011265432098763,0.8480788293831772,0.7469420702754036,0.9496379392212724,0.6261360398860398,0.6817228803815306,0.0631314346558835,0.7654965271784221,0.6814303850164131,0.667061511063415,0.7191695958476708,0.5754563828017322,0.4724409883417236,0.0899097034671009,0.5447878510378511,0.5695105820105819,0.3190651804622393,0.4319444444444444,0.4968968837535013,9.2,4.833218389437829,4,11,13,15,3
-750,0.5647196555838866,0.0734334452442157,0.6381353420369765,0.4647583321613424,0.5102459726964726,0.6568567209384021,0.553601910086239,0.7678817205642711,0.078917838973674,0.6988329150957028,0.8676012515605955,0.825199861999431,0.6557990559032592,0.7919755182623671,0.683826108531991,0.0610840997496261,0.6353408029878618,0.7941059757236228,0.7048966556319496,0.630848399966047,0.653938708350473,0.7127679199985122,0.0782766449632361,0.6907521733736569,0.7799554940850469,0.7598741343026554,0.5687496658730895,0.7645081323581123,0.7300213665691693,0.0632981925452132,0.7053985094772877,0.806434689011793,0.7631797858006386,0.6209121447047956,0.754181703851332,0.3967291442546405,0.0604085812650494,0.3598090562839698,0.4631549822726293,0.4380376159787924,0.2970694779279281,0.4255745888098829,0.6599183316032092,0.0622339012868664,0.6623853097359339,0.756077821056048,0.6397408942381541,0.6782624920209249,0.5631251409649849,0.7656845746845746,0.0352804441274862,0.7217686527106816,0.7747972371160777,0.7725672435455045,0.7362009461284824,0.8230887939221271,0.5547883597883598,0.1391442198245576,0.6403439153439153,0.3415343915343916,0.5538359788359789,0.4854497354497354,0.7527777777777778,0.7967347124158718,0.1256131133202413,0.5609263388248896,0.8993304843304842,0.8581950121805195,0.8892245757463147,0.775997150997151,0.7402201267264861,0.0805450263735811,0.588106060102208,0.7270642324155676,0.7964117066795637,0.7978576466904866,0.7916609877446046,0.4664562885043362,0.0883078603069489,0.3378522877984085,0.4092592592592592,0.5222293637734815,0.5931818181818181,0.4697587135087135,0.6733551194270452,0.0711025145627804,0.6448043137788773,0.8119656965136528,0.6196551149090131,0.6648969898621241,0.6254534820715586,0.7348000529227885,0.0514306969624863,0.8137426655134988,0.6703717075999686,0.7001923076923079,0.7717081510310676,0.7179854327770995,0.5725619288119288,0.1717313754962418,0.8697420634920635,0.3714405964405964,0.4801587301587302,0.4995039682539682,0.6419642857142858,0.7243404270179632,0.1609307436009987,0.4626887464387465,0.8367151930195408,0.8218233618233618,0.8872768281101614,0.6131980056980056,0.6608051328274775,0.0643279565531903,0.578614938051678,0.6918561680465903,0.6967287886748007,0.7444548804479255,0.5923708889163939,0.4368678145674849,0.0827604445690744,0.3177366614866615,0.5470238095238095,0.3764573253543842,0.5020833333333333,0.4410379431392361,8.2,3.9698866482558417,4,11,13,3,10
-725,0.5506998838747249,0.0774099961522981,0.6182539743535659,0.4623176665867076,0.4978726672775605,0.5097995154997882,0.6652555956560022,0.7770253063444679,0.0806864600251663,0.7194938958196576,0.8515471820526147,0.8297567936882194,0.8382813574781285,0.6460473026837187,0.6810928613869791,0.0805902484648005,0.6720004668534082,0.7356209150326799,0.7419764875647228,0.7280812324929973,0.5277852049910875,0.7280461306602402,0.0502635956450586,0.6693676639754338,0.777255472577534,0.7644330423294617,0.7649912672306551,0.6641832071881161,0.7470266184374599,0.0474871284584093,0.7001129489439896,0.8018341198581248,0.7784126538064411,0.7738293647573876,0.6809440048213563,0.4059049744949399,0.0614679632669917,0.3587009803921568,0.4412109132697368,0.4690311322664264,0.4514237396590338,0.3091581068873456,0.6408563002943992,0.0172179766649086,0.6497266342242559,0.6134743615984917,0.6355972836414973,0.6396331836779913,0.6658500383297602,0.7817017260282659,0.0242744729585685,0.746368671586063,0.7879674163732134,0.7786650681578218,0.7739418579273653,0.8215656160968661,0.5511111111111111,0.0909072854214994,0.5325396825396825,0.671031746031746,0.478968253968254,0.4341269841269841,0.6388888888888888,0.8570417750526446,0.0778362917864533,0.8287412775093933,0.7205460588793923,0.9246816548990464,0.9335986209174616,0.8776412630579298,0.7944788004819567,0.0398072247333291,0.7729144317136366,0.7273768537745564,0.821413366741249,0.8126067953153853,0.8380825548649561,0.5520747581738293,0.044160134822566,0.5010770390027356,0.4967997581194176,0.5877164502164501,0.6002314814814814,0.574549062049062,0.6615561788280806,0.1100916081647181,0.5868322451909384,0.863833357890447,0.6262224540114403,0.5498705257972082,0.6810223112503687,0.7477633751782303,0.0634618767000653,0.8524290928978427,0.6896854825930913,0.7119939628272962,0.7896359042192377,0.6950724333536833,0.5086736411736411,0.1975450132533689,0.8578373015873014,0.4942610630110629,0.4019841269841269,0.5280753968253968,0.2612103174603175,0.7762070981889823,0.1227896883161027,0.5781885090218423,0.6880855859116729,0.8885660018993353,0.8816084995251664,0.8445868945868945,0.6940856165175464,0.0376888959204075,0.6666580286558333,0.6426503897603492,0.7218710795775509,0.7481543586518589,0.6910942259421397,0.4515450210388964,0.0411540357533391,0.3918738268432036,0.4447624135124136,0.4265873015873015,0.491741822991823,0.5027597402597402,11.0,6.06630035524124,5,15,13,19,3
-700,0.5993155982564478,0.0334502524218738,0.6204276014776791,0.6525284139549031,0.5730089334880605,0.5599383019349154,0.5906747404266807,0.7421568995339954,0.0441364639434555,0.719982661550453,0.6660882063862171,0.7779161124451713,0.7841497007066058,0.7626478165815298,0.681129997453527,0.028338021115965,0.6478365588659707,0.6556255835667603,0.6985028860028861,0.6784281894576013,0.7252567693744166,0.6984646883281953,0.0673728642610249,0.6917888779699786,0.5861729463659997,0.7496168275564606,0.7829960354129153,0.6817487543356225,0.7247039099032786,0.0457943697797866,0.7132434487062735,0.649045379999132,0.7634369752664447,0.7801955703677487,0.717598175176794,0.3774785152826493,0.0574876539240399,0.3537221765162942,0.2800659977631385,0.4230504381239676,0.442992873139932,0.3875610908699144,0.6320094327131908,0.0442358495685622,0.6434956093629202,0.6920237441857656,0.6442879438400269,0.6246900061766306,0.5555498600006104,0.7798495783269334,0.0304107378610962,0.7538991966165879,0.74888558569718,0.7816565948812325,0.780290548152867,0.8345159662867996,0.5291798941798941,0.1642653626770945,0.4902116402116401,0.2832010582010582,0.4862433862433862,0.6001322751322751,0.7861111111111111,0.8641957037862834,0.0659075650335671,0.9108020562368389,0.8921415004748338,0.934425244642636,0.8327490812998058,0.750860636277303,0.785799654567544,0.0430986618765101,0.816609663903595,0.7075516935200349,0.8317411533494231,0.7937496932465632,0.7793460688181035,0.5437105487105487,0.1152493385217555,0.6901936026936027,0.3950091575091575,0.657260101010101,0.5313568376068376,0.4447330447330447,0.6115724191069604,0.0494196840700916,0.590479259689649,0.6926576495170593,0.6237913519144058,0.5405722682674726,0.6103615661462148,0.7398417031003082,0.0870724325235157,0.8658296236942071,0.6047395026471113,0.6964180572513906,0.7821847442680775,0.7500365876407544,0.555213443963444,0.1683778509522966,0.7409722222222221,0.2955116642616642,0.4444444444444444,0.7199404761904762,0.5751984126984128,0.7942069771345133,0.0649118107953994,0.7398848528015193,0.8441141829185308,0.8915527065527065,0.717477445394112,0.778005698005698,0.7125943500122942,0.0334240529225433,0.7593702620225051,0.6735186538563034,0.7337641187392153,0.6757312115480695,0.7205875038953774,0.489233803978386,0.0844229470863207,0.5622586900257179,0.5499999999999999,0.447718253968254,0.3415330584448231,0.544659017453135,6.6,3.3226495451672298,5,2,6,12,8
-675,0.5527962323497324,0.0501507543388242,0.5687412882552427,0.4996499585754731,0.5761120880351347,0.4931931066162446,0.6262847202665666,0.7848342132929892,0.0482467004537891,0.7902066388507819,0.8293553849419942,0.7621334000678793,0.8373539016857984,0.7051217409184919,0.7073650042767691,0.0405954340472936,0.7136045327221799,0.7667600373482726,0.6619015788133438,0.7319412613530263,0.662617611147023,0.7311777896917379,0.0367577664865925,0.7322521299600409,0.758321969681878,0.730949193080554,0.7702202490995593,0.6641454066366572,0.7525023796260201,0.0354399285107832,0.7507895877013495,0.7903539567909396,0.746010510405656,0.7843835944737196,0.6909742487584358,0.4091124878581625,0.032730283218717,0.4174470953882719,0.4256161322337792,0.3898382663088545,0.4544321691380516,0.3582287762218556,0.6217453251282373,0.0313157775704847,0.6330240964889526,0.6516313205162684,0.5997647469242414,0.6522521326939265,0.5720543290177981,0.7902062787923295,0.0257284048886124,0.7627979066022544,0.7770906696631336,0.7851119840974913,0.7873244589548937,0.8387063746438747,0.5641005291005291,0.1294170754941838,0.6145502645502646,0.4347883597883597,0.5794973544973545,0.4194444444444443,0.7722222222222221,0.8379579152731328,0.0690908304338134,0.7958856682769727,0.8239173789173789,0.8647764152111979,0.9544681861348528,0.7507419278252612,0.7768265298346138,0.0434943290110939,0.7695092187116072,0.700946384707012,0.8087476655913616,0.8280952810255157,0.7768340991375724,0.5143568371915895,0.1086904846155835,0.4898963094009533,0.3843346196287373,0.5553902116402116,0.7003968253968255,0.4417662198912199,0.611692522962888,0.0733578675328603,0.5552412966887156,0.7436047494411469,0.6144576966762543,0.5322557836771011,0.6129030883312225,0.7513788217284594,0.0666635397588221,0.8661376509293177,0.6812456849209566,0.6977133360466693,0.7805061219644553,0.731291314780898,0.5841023328523328,0.1445411149034267,0.8320436507936507,0.4159481721981722,0.5126984126984125,0.5107142857142858,0.6491071428571428,0.7630274721252983,0.0715579427973916,0.6852006172839507,0.7990725458116762,0.775332383665717,0.8717355175688509,0.6837962962962963,0.701791604475813,0.0311257324144586,0.7402203326762448,0.6828401440875685,0.6753345187255971,0.7390734856728157,0.6714895412168391,0.4552347603663393,0.0673243635877432,0.5042378673957622,0.489751221001221,0.3249398749398749,0.500976800976801,0.4562680375180375,10.4,7.059745037889116,8,10,5,24,5
-650,0.5506933096577139,0.0354897583447118,0.5537210869438508,0.4835643400164211,0.5882402272785411,0.5608229908873054,0.5671179031624514,0.7897554407277321,0.0303830881125529,0.7794202499853629,0.8485879798667249,0.7604084615713451,0.7813974003943357,0.7789631118208924,0.6949193616840676,0.0465058065408478,0.6814542483660131,0.7858776844070965,0.6554855275443512,0.6822118241235888,0.6695675239792886,0.7466339746393542,0.0134161990576863,0.7365032074029783,0.7718841995722673,0.7409683214862242,0.7354658439912871,0.7483483007440147,0.7544712763988926,0.0203273748213273,0.7429547701945568,0.7946482840951451,0.7430531301152673,0.7413687205505175,0.7503314770389761,0.4198937173937174,0.016074981538004,0.4052588751118162,0.4511609305726952,0.4147826846356258,0.416097056538233,0.4121690401102165,0.592769642174244,0.0225871187180331,0.6167769332726797,0.5778326789538065,0.6121231963237127,0.600613405307134,0.5565019970138868,0.7930541723440274,0.0253752658073596,0.7635698064683573,0.7872863985182826,0.7904782697174002,0.7837298343095443,0.8402065527065528,0.6373809523809524,0.0581039112269907,0.741137566137566,0.6047619047619047,0.6542328042328043,0.6145502645502646,0.5722222222222222,0.7485492175564639,0.1265614825044706,0.5194557991659442,0.7485990338164251,0.7461336141046285,0.8441203187579999,0.8844373219373219,0.7357544953175092,0.072068430434361,0.6011222869711141,0.7353710046960328,0.7475630604525971,0.8049037104129315,0.7898124140548709,0.4601249575587811,0.0693760745980424,0.335055315055315,0.4751217532467533,0.4441798941798942,0.5244334097275274,0.5218344155844156,0.6236226220925649,0.0680619712295072,0.5654120842615763,0.7393890420595804,0.6383743012944857,0.5453973238666853,0.6295403589804968,0.7593415986355297,0.0673525942544389,0.8694880698005698,0.697652848862088,0.6878744403744405,0.7970364010989012,0.7446562330416496,0.6492887205387206,0.1459222927221714,0.903968253968254,0.5081499518999518,0.6317460317460317,0.692857142857143,0.5097222222222222,0.6663698865546692,0.1307513342774291,0.4672768281101614,0.6782988629727759,0.5890835707502374,0.7498148148148148,0.8473753561253562,0.6590343757011746,0.0577170190798938,0.5831920951146937,0.6409397117088463,0.6273114023880788,0.6929225953277047,0.7508060739665497,0.4178119051571064,0.1406960399433127,0.3436032105149753,0.3936396936396936,0.2946811100835869,0.3654868823986472,0.691648629148629,9.4,3.97994974842648,16,11,4,8,8
-625,0.5658191542415059,0.0404924265574581,0.5999530921964085,0.5290908980018952,0.516324437716428,0.6225045901887557,0.5612227531040416,0.7765299441546663,0.0426744420162323,0.741130715270223,0.8234111306701207,0.8191377747554991,0.7150154320521628,0.7839546680253257,0.7080358040652159,0.0229619039460351,0.6938483085541912,0.7359477124183007,0.7308621933621934,0.67448197227609,0.7050388337153043,0.726796469090596,0.0459023618085152,0.6951439957086052,0.761078528196219,0.7853497553799609,0.6571036507484537,0.7353064154197412,0.74533408520929,0.0352224695117481,0.713830184103162,0.7784192252033172,0.789516679244505,0.6988224871839336,0.7460818503115324,0.4146114828078496,0.0451858044253005,0.386929736929737,0.4242231624584565,0.486665050635639,0.3508685734680543,0.4243708905473613,0.6134625241160393,0.0486030597233987,0.6164841850598654,0.6311896046002706,0.6495640178521475,0.6504920274019241,0.5195827856659889,0.7932809427220658,0.0210502014299512,0.7736532415517923,0.7882709855898261,0.7902540950729358,0.7805295134280642,0.8336968779677112,0.6135185185185185,0.1843829828051996,0.6562169312169313,0.3645502645502645,0.8093915343915343,0.4346560846560846,0.8027777777777777,0.7482851273793302,0.186676407129786,0.7685885048928528,0.872397910731244,0.4122366736859491,0.960579090796482,0.7276234567901235,0.7182210108244955,0.1080416242725336,0.7617663709700316,0.7165337441973644,0.5150330282579005,0.8318017175965439,0.7659701931006376,0.4632149754245594,0.1169856556754176,0.4705507455507455,0.4275488400488401,0.3054854121215677,0.6678571428571428,0.4446327365445012,0.62364661693573,0.0720799803431664,0.569672296444575,0.7089443504810333,0.7126233850916227,0.5456674049297968,0.5813256477316221,0.7632722059039995,0.0743048147652396,0.8884959851105685,0.6751540189379863,0.7065269298602631,0.7924225003391671,0.753761595272012,0.6408483645983646,0.1922906132269298,0.8920634920634921,0.351960076960077,0.7801587301587302,0.5071428571428571,0.6729166666666666,0.6778966319509798,0.1886550267653214,0.5931350902184235,0.8756191996409388,0.4002326685660018,0.9034508547008548,0.6170453466286799,0.6590820076380008,0.0946116912765434,0.6847051369131639,0.7395821900776277,0.4975490587715358,0.7574693169390482,0.6161043354886283,0.4400173686656277,0.1068718767791212,0.418187794703813,0.5347222222222222,0.2500617002428596,0.5471651034151035,0.4499500227441404,7.0,2.898275349237888,5,5,11,4,10
-600,0.5354707460193072,0.0261775106175571,0.5760520591455347,0.5193941128604552,0.5386387898641474,0.4978848275016336,0.5453839407247656,0.802895432991716,0.0243811013238407,0.7596952631461296,0.8124254048191618,0.8032243129634891,0.8347184113840124,0.8044137726457872,0.7319219505984214,0.0324412336311411,0.6935255920550041,0.7756886087768442,0.731542313895255,0.6989326033443682,0.7599206349206351,0.7518460949432842,0.0279127250273718,0.7315257020402977,0.7241959766657713,0.7422690454798794,0.802649093809249,0.7585906567212239,0.7687771016507534,0.016326545232225,0.74705597224541,0.7699889888478348,0.76201154675992,0.797276772090864,0.7675522283097382,0.4317121114179937,0.034391816876808,0.3878391216626511,0.3998250115897175,0.4333228862640628,0.4792916234092703,0.458281914164267,0.5954078003764153,0.0368368132285722,0.6223694682121277,0.5804379259546598,0.6030789415041605,0.6384041830897331,0.5327484831213951,0.7907795043958993,0.0276551692245462,0.768498050527036,0.7901947703396979,0.7849891614022048,0.7671399521037202,0.8430755876068377,0.634781746031746,0.1081235662210251,0.6544973544973544,0.6537037037037037,0.5603174603174602,0.4921957671957671,0.8131944444444444,0.8092256183161981,0.0685254517579131,0.7575828894669474,0.7647958214624881,0.8459781576448243,0.9275634832156572,0.7502077397910732,0.7829967350789249,0.028383272349333,0.7501601937310309,0.7580013303762604,0.7927430793850174,0.8302121304049899,0.783866941497326,0.5464881228424437,0.0783992159737796,0.4876308373590982,0.5107285258601048,0.582936507936508,0.6827380952380953,0.4684066478184125,0.5933442796270053,0.0538306681023495,0.5806994885206223,0.6652181595563889,0.6245855018496513,0.5028625428676605,0.5933557053407034,0.7644046587638073,0.0739737730684923,0.8944154456654457,0.6894288994017255,0.7055372405372405,0.7924332052977886,0.7402085029168363,0.650280784030784,0.1520973050036825,0.9345238095238094,0.5066618566618567,0.5543650793650794,0.582936507936508,0.6729166666666666,0.6788352687301963,0.1171375960717723,0.4854700854700854,0.6694173218086261,0.6756980056980056,0.8522079772079771,0.7113829534662868,0.6696724794309102,0.046441679546482,0.6064488347836196,0.6350854667429137,0.6701739630897485,0.7390136341293115,0.6976404984089579,0.4170695204572577,0.0649018699973603,0.3523542873367042,0.4317621036371037,0.3314988116458704,0.4764339826839827,0.4932984169826275,10.8,7.782030583337488,7,6,5,26,10
-575,0.5407618099714027,0.0908261724096291,0.5869137863902485,0.3814362969030352,0.6556621965240029,0.556158060536665,0.5236387095030617,0.7924117712769265,0.0723220868729954,0.7562197527420155,0.9086947140860072,0.6910136446696631,0.7829127331714092,0.8232180117155369,0.7278269116504412,0.0751491951123396,0.6493655037772685,0.8668534080298788,0.6774048663754547,0.7316611493082084,0.7138496307613956,0.7460179323304982,0.06684939522955,0.7311606591172691,0.8362841239155286,0.6498443462515182,0.7089105834603674,0.8038899489078077,0.7647859638481881,0.0554740428178394,0.7427564329647883,0.8532687687294003,0.6884605001031097,0.7452472383845461,0.7941968790590961,0.4395434875581934,0.075685761672172,0.3821117607882314,0.5577103452103453,0.3522089022089022,0.4116196303696303,0.4940667992138581,0.6290454323093096,0.0416230521718499,0.6306392202774683,0.6366320277253786,0.6931344121694565,0.6224997738997141,0.5623217274745306,0.7965254570644065,0.0228854143904455,0.7755156223272165,0.7964880731185079,0.7865442568703439,0.783788200527331,0.8402911324786325,0.6004100529100529,0.3100847029856055,0.741137566137566,0.6378306878306877,0.0,0.741137566137566,0.8819444444444445,0.7106146620421984,0.1746678149804614,0.4804607952434039,0.7525733927907842,1.0,0.7269123415500228,0.5931267806267807,0.6819057801570272,0.0692053987924875,0.5599909331577618,0.746660153795422,0.6705869709040947,0.7509143427114034,0.6813765002164544,0.3291034700998189,0.1751801997531792,0.3200545369663016,0.4883949792038027,0.0,0.4614299549082157,0.3756378794207742,0.6495256240169207,0.1255185475064406,0.568456177910169,0.87566460420688,0.6928460896015167,0.5284849852323532,0.5821762631336848,0.7650214429625662,0.076479544955711,0.8934874211436713,0.700076520198803,0.6856043956043956,0.8053024309795144,0.7406364468864469,0.6043157768157768,0.3256428027588833,0.9345238095238094,0.5544161856661857,0.0,0.7886904761904762,0.7439484126984125,0.6865525329474604,0.1635731398766029,0.5257490503323836,0.6665862639775683,1.0,0.635599477682811,0.6048278727445395,0.6443888383420331,0.0138330004652611,0.6365578833241512,0.6510553611973845,0.6679083100064599,0.6283147032831848,0.6381079338989853,0.3089041099938933,0.1598459511603491,0.3848910454870207,0.4074941262441262,0.0,0.3135537188846012,0.4385816593537182,12.8,11.214276615100948,7,34,1,11,11
