lags,train_mse_mean,train_mse_std,train_mse_fold_1,train_mse_fold_2,train_mse_fold_3,train_mse_fold_4,train_mse_fold_5,train_cosine_sim_mean,train_cosine_sim_std,train_cosine_sim_fold_1,train_cosine_sim_fold_2,train_cosine_sim_fold_3,train_cosine_sim_fold_4,train_cosine_sim_fold_5,train_pairwise_accuracy_mean,train_pairwise_accuracy_std,train_pairwise_accuracy_fold_1,train_pairwise_accuracy_fold_2,train_pairwise_accuracy_fold_3,train_pairwise_accuracy_fold_4,train_pairwise_accuracy_fold_5,val_mse_mean,val_mse_std,val_mse_fold_1,val_mse_fold_2,val_mse_fold_3,val_mse_fold_4,val_mse_fold_5,val_cosine_sim_mean,val_cosine_sim_std,val_cosine_sim_fold_1,val_cosine_sim_fold_2,val_cosine_sim_fold_3,val_cosine_sim_fold_4,val_cosine_sim_fold_5,val_pairwise_accuracy_mean,val_pairwise_accuracy_std,val_pairwise_accuracy_fold_1,val_pairwise_accuracy_fold_2,val_pairwise_accuracy_fold_3,val_pairwise_accuracy_fold_4,val_pairwise_accuracy_fold_5,test_mse_mean,test_mse_std,test_mse_fold_1,test_mse_fold_2,test_mse_fold_3,test_mse_fold_4,test_mse_fold_5,test_cosine_sim_mean,test_cosine_sim_std,test_cosine_sim_fold_1,test_cosine_sim_fold_2,test_cosine_sim_fold_3,test_cosine_sim_fold_4,test_cosine_sim_fold_5,test_pairwise_accuracy_mean,test_pairwise_accuracy_std,test_pairwise_accuracy_fold_1,test_pairwise_accuracy_fold_2,test_pairwise_accuracy_fold_3,test_pairwise_accuracy_fold_4,test_pairwise_accuracy_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
-800,39.29043580674634,0.1346456986868302,39.4308944780802,39.03767650643575,39.2844669695982,39.34858101913609,39.350560060481435,0.1417329637929028,0.0320275524833146,0.1033417018149624,0.1971213723888102,0.1180446128716173,0.1437497110941361,0.1464074207949884,0.6800135130734788,0.0375439744945552,0.6308627878267741,0.7436279414855328,0.6566701334776338,0.6850948776166463,0.683811824960807,39.56549691864939,0.0882401243651001,39.62246045199308,39.62968733816436,39.57858010494348,39.60417383367365,39.39258286447236,0.0145816348888205,0.0058909871338587,0.0110751652920787,0.0057125393809242,0.0219422559620756,0.0142776225552414,0.0199005912537827,0.5059852392384501,0.0071944452843624,0.4980143985965035,0.5011200579729947,0.5074535490888538,0.5044293593276631,0.518908831206235,39.61941473989775,0.2292040306441011,39.69553190289122,39.35824359547008,40.015662337794446,39.445426709724195,39.58220915360885,0.007346798852086,0.0101486550511807,0.0065988235627159,0.0235186333231853,0.0047641301132512,0.0099752377154249,-0.0081228304541472,0.5091275505947344,0.0077944969847412,0.5178396737936771,0.5143572651978695,0.5007025743975784,0.5139296027747068,0.4988086368098403,14.6,4.454211490264017,10,23,12,14,14
-775,39.06751578419479,0.2211104044422293,38.99587894714985,39.154640709001995,38.7320386748953,39.41188096508537,39.04313962484144,0.193154096941358,0.036304389399763,0.2008866119323317,0.1728191426427094,0.2404892254121524,0.1353344023227691,0.2162411023968274,0.7422306737948938,0.0431797359419892,0.7511238443482783,0.7219374837334623,0.7989156018827379,0.6716663905025757,0.7675100485074151,39.57538466020064,0.0897774354313304,39.64277810761423,39.644201798872515,39.61923506765655,39.56563001690489,39.405078309955016,0.0158473528808716,0.004650393708573,0.0138718856103492,0.0094547400420362,0.0150935468687252,0.0236633083585536,0.0171532835246938,0.5087813465884237,0.0052728934932002,0.5052948693434397,0.5086143558675592,0.5010691438660477,0.5156402587890625,0.5132881050760095,39.622738000118375,0.2089487575348807,39.687718478116125,39.41508576364228,39.991757248387195,39.44187303022905,39.57725548021721,0.0113523909680996,0.0077824243873749,0.0185468584073312,0.0131071549134724,0.0204038240128394,0.003775204630625,0.0009289128762302,0.5159314748012658,0.0095519272161707,0.5262096578424628,0.5208333170775211,0.5227170758175127,0.5093780358632406,0.500519287405592,22.8,6.04648658313239,26,19,30,13,26
-750,39.35871539558333,0.3536088968410416,39.67969347766994,39.72727053927392,39.06755789530646,39.49285330231657,38.82620176334971,0.1136965734749725,0.0928532283998316,0.009280802917273,0.0189357093804199,0.1727421986918474,0.1133291318666996,0.2541950245186226,0.6437884813116997,0.1170913460348348,0.5169396237614229,0.5172558476015464,0.725557009583896,0.6428793939118532,0.8163105316997803,39.55764386726148,0.0838129196233898,39.607953042695016,39.62306051543265,39.585511872262664,39.57865443374171,39.39303947217537,0.012329060335954,0.0101525356200715,0.0028627481537334,-0.0025113110402316,0.0198651418428529,0.0187015104474443,0.022727212275971,0.5072315741669048,0.009259940813921,0.4983809734835769,0.502352131135536,0.5154264244166288,0.4989511921550288,0.5210471496437535,39.6354545246471,0.2113551651344047,39.71349542791193,39.388405828764945,39.9900429465554,39.46118244980321,39.62414597020005,0.0017775588358441,0.0078450964183139,-0.0058332079400618,0.009192539266113,0.0129504198434226,-0.0015040489308761,-0.0059179080593766,0.5064271594538833,0.0044920938673119,0.500519292824196,0.5023521329417373,0.5109665077744108,0.5117912825309869,0.5065065811980854,13.6,12.43543324536785,2,3,17,10,36
-725,39.1038464339738,0.3686515765932108,39.315987498489854,38.773189466024185,38.55776277522451,39.380790946409874,39.49150148372061,0.1781860156234392,0.0647931706492089,0.1341284670934234,0.2490819810899262,0.2642202793630128,0.1329624749643286,0.1105368756065049,0.720821864088786,0.0789679209488214,0.6657946730397412,0.8071553025049033,0.8261288883759803,0.6642848075050669,0.6407456490182385,39.5730114329945,0.0912662873395149,39.643898010253906,39.62628948327267,39.59146095044685,39.60958030007102,39.39382842092803,0.015302449182579,0.0054000955852177,0.0063791501928459,0.0126031221483241,0.0221942321425586,0.0179891337951024,0.0173466076340639,0.5107832204211842,0.006659789876599,0.5041238828138872,0.5149885831457196,0.5140925230401935,0.5017411826234875,0.5189699304826332,39.63648892026959,0.2169316413950978,39.67772258411754,39.39832722056996,40.030962857333094,39.50810519131747,39.56732674800988,0.0089030922813849,0.0085427107327681,0.018006682395935,0.0178437457617485,0.0107846751696232,-0.000961685835412,-0.0011579560849702,0.5091438421697327,0.0078545587066734,0.5086143540613579,0.5149682173223207,0.5193263147816514,0.5064454837278887,0.4963648409554452,21.6,12.208193969625484,13,37,36,12,10
-700,39.02613309093358,0.1137796671528899,39.14279312448403,38.98237609863281,39.02071183981354,39.14552373984425,38.83926065189322,0.1988140140612101,0.0266071397929943,0.1731078160024181,0.2092264376043044,0.1758079360594454,0.1905071262231807,0.2454207544167017,0.7510620839817006,0.0300657148953187,0.719753588597799,0.7563601394289547,0.7337952286926741,0.7389602636553577,0.8064411995337182,39.55632388953007,0.0700123832430355,39.58945280132872,39.593153635660805,39.5855485164758,39.59695966315992,39.416504831025094,0.0192079736794711,0.002451857851387,0.0163172411196159,0.0165096038642028,0.0219871769235892,0.0217852634236668,0.019440583066281,0.5139621855634632,0.0055069965009023,0.504062786246791,0.5158846333171382,0.514336903889974,0.5145303661173041,0.5209962382461085,39.62348894061465,0.2087332485779297,39.687223145456024,39.363086238051906,39.983262957948625,39.501704476096414,39.58216788552024,0.0125139215453104,0.0082352938892259,0.0111149354753169,0.0247909162532199,0.018230067058043,0.0013830069113861,0.0070506820285862,0.5198883833307208,0.0033033842876614,0.5251710523258556,0.5197947025299072,0.5214849981394681,0.5157624419891473,0.517228721669226,24.2,6.013318551349164,19,28,18,22,34
-675,39.1748438805649,0.3596998629253799,39.034159355556845,39.01572280569175,38.723127856697005,39.79078021491926,39.310429169959626,0.1583295141375556,0.0754186153654692,0.1923879695307348,0.1945629668297226,0.2330736723757281,0.0155883480977151,0.1560346138538773,0.7020228388383216,0.0954837005403875,0.7444964481383255,0.7445172372552538,0.7974814496089503,0.5207417656465904,0.7028772935424883,39.55463663736979,0.0814670361027647,39.60232971653794,39.5982112306537,39.595471006451234,39.585069020589195,39.39210221261689,0.0158569910873969,0.0040868169364526,0.0149830101678768,0.015961717814207,0.0209602325251608,0.0088268319765726,0.0185531629531672,0.5124551809195316,0.0107628720918434,0.5094594982537356,0.525232142571247,0.5082477882052913,0.4959982714869759,0.5233382040804083,39.60079721393007,0.2065835913646834,39.64442605683298,39.35672731110544,39.96282970544064,39.45760403257428,39.58239896369703,0.0110963376577604,0.0167584375804019,0.0220899427253188,0.024507617690798,0.0273519719979076,-0.0117458732742251,-0.0067219708509968,0.5176665679974989,0.0144788757904355,0.5288978291280342,0.5245600983952031,0.5339585226593595,0.5033601973996018,0.4975561924052961,18.8,8.908422980528035,23,23,29,3,16
-650,39.25487259540362,0.1961236104926678,39.276204413974405,39.04866719983288,39.619670081384406,39.15846358623701,39.17135769558936,0.1408420914352017,0.0669883911313262,0.1422352017354719,0.1891905077800308,0.0109635478452078,0.1839359746765844,0.1778852251387134,0.6794535094929725,0.083033394243932,0.6800916698790088,0.7377547412803492,0.518648434545576,0.7340401933365261,0.7267325084234021,39.5498442216353,0.0772345716528604,39.617693929961234,39.59019828565193,39.58660692157167,39.55395970200048,39.40076226899118,0.0171598791060122,0.008524423970608,0.0105408249479351,0.0171262146199517,0.0056937380665631,0.0296759750044932,0.022762642891118,0.5174934668974444,0.0100766360587002,0.5043682618574663,0.5233687514608557,0.5063538442958485,0.5247230213699918,0.5286534555030592,39.609705768931995,0.2235326108703301,39.66880937056108,39.34964416966294,40.00304620916193,39.461137713808,39.56589138146603,0.0075294604186307,0.012233154094619,0.0122142975980585,0.0269591534566698,-0.0057454365164493,-0.0054341586814685,0.009653446236343,0.5148338050553292,0.0080673066825809,0.5244379106796149,0.5225134230021274,0.5020772056146101,0.5133492016431057,0.5117912843371882,16.2,7.0823724838503095,15,22,3,22,19
-625,39.21453071672892,0.0942565496868652,39.188030046286045,39.06221142011819,39.34841989733509,39.20886843966455,39.26512378024072,0.1573149113771841,0.0289633692735218,0.1534340454591918,0.1881386216768284,0.1041667988312613,0.1759466346468507,0.1648884562717885,0.6985464255219882,0.0352664724723201,0.6909680753639064,0.7346132612719978,0.6342729880023248,0.7231103409196913,0.7097674620520208,39.55572761766838,0.0828033268306343,39.60267627600467,39.61198922359582,39.590954404888734,39.581611864494555,39.39140631935813,0.0189766081840251,0.0034897038483941,0.0195224610241976,0.0140808482061732,0.016554656015201,0.0243410286916927,0.0203840469828609,0.5152960906426112,0.0064625685885092,0.509225303476507,0.5166279551657763,0.5066287689136736,0.5203852915402615,0.5236131341168375,39.606225562818125,0.2241513891340313,39.665075706713125,39.34693561900746,40.002782532663055,39.4632436578924,39.55309029781457,0.0136280964439113,0.006799462749242,0.0156932523982091,0.0259230771017345,0.009731717238372,0.0100999151102521,0.0066925203709891,0.5193650052402958,0.0072728014603073,0.524865577618281,0.5300790026332393,0.5122800415212457,0.5185117116480162,0.511088692780697,16.8,3.9698866482558417,16,22,10,19,17
-600,38.892904670951296,0.3839808463613183,39.32169987000141,38.36238841420597,38.51858087913277,39.03483864695755,39.227015544458766,0.2170906152076942,0.0638485069777507,0.1322282190559451,0.3099622815540156,0.2649277986324939,0.207989944241096,0.1703448325549204,0.7727482865766152,0.075952052678641,0.6718044606680723,0.8779068828858051,0.8352875770981779,0.766356159116804,0.7123863531142166,39.532649230957034,0.0810947398653713,39.61484018961588,39.570707147771664,39.56006275523793,39.53951633337772,39.37811972878196,0.0256490324652104,0.0053768441233151,0.0164790602796005,0.0300842042109279,0.0282072260072737,0.0307298265115329,0.0227448453167171,0.5293886296676866,0.0073541463372694,0.5184506204995242,0.5359746497688871,0.5325431543769259,0.5369419879985579,0.5230327356945385,39.592512246334195,0.2251788269825131,39.65670498934659,39.37247310985219,39.98161084724195,39.37008308641838,39.58168919881185,0.0204601373467029,0.0111869884549181,0.0232549755636489,0.0277921116035996,0.0215347459765546,0.0306753030780589,-0.0009564494883472,0.529404922687646,0.0107536552496402,0.5256903614058639,0.545169424830061,0.5256699865514581,0.5368096133073171,0.5136852273435304,29.2,14.048487463068756,14,53,36,25,18
-575,39.02582525666227,0.2005857722246819,39.247752710716014,38.76453824387383,39.09618818145437,39.20808481432728,38.812562332939855,0.1947166773154563,0.0440286257078214,0.1468175770234815,0.2433236623854981,0.1568764196996836,0.1751099351755122,0.2514557922931061,0.7478053631241788,0.0501961172120046,0.6922418911432483,0.8011380950200189,0.7056807722013021,0.7257767374982539,0.8141893197580711,39.53288343024976,0.0713302188109719,39.58457230076645,39.58816690155954,39.53674062093099,39.55979584202622,39.39514148596561,0.02488174284385,0.004561477889571,0.0203224760903553,0.0193274890100865,0.031663123913335,0.0258920505981553,0.027203574607318,0.5254867069648974,0.0079040316483784,0.5138583255536628,0.5318202024156397,0.527645390142094,0.5190717523748224,0.5350378643382679,39.58784049063018,0.1912242766857863,39.631711439652875,39.400935259732336,39.93204925999497,39.42700322469076,39.54750326907996,0.0194117379537078,0.0087270589617178,0.0251736810543771,0.010031817114037,0.0326201376138311,0.0101907519503694,0.0190423020359241,0.5261282023155328,0.0089954163200201,0.5214646296067671,0.5206296687776392,0.5437336952397318,0.5196725184267218,0.5251404995268042,24.0,9.959919678390984,14,38,16,18,34
