lags,train_mse_mean,train_mse_std,train_mse_fold_1,train_mse_fold_2,train_mse_fold_3,train_mse_fold_4,train_mse_fold_5,train_corr_mean,train_corr_std,train_corr_fold_1,train_corr_fold_2,train_corr_fold_3,train_corr_fold_4,train_corr_fold_5,train_r2_mean,train_r2_std,train_r2_fold_1,train_r2_fold_2,train_r2_fold_3,train_r2_fold_4,train_r2_fold_5,val_mse_mean,val_mse_std,val_mse_fold_1,val_mse_fold_2,val_mse_fold_3,val_mse_fold_4,val_mse_fold_5,val_corr_mean,val_corr_std,val_corr_fold_1,val_corr_fold_2,val_corr_fold_3,val_corr_fold_4,val_corr_fold_5,val_r2_mean,val_r2_std,val_r2_fold_1,val_r2_fold_2,val_r2_fold_3,val_r2_fold_4,val_r2_fold_5,test_mse_mean,test_mse_std,test_mse_fold_1,test_mse_fold_2,test_mse_fold_3,test_mse_fold_4,test_mse_fold_5,test_corr_mean,test_corr_std,test_corr_fold_1,test_corr_fold_2,test_corr_fold_3,test_corr_fold_4,test_corr_fold_5,test_r2_mean,test_r2_std,test_r2_fold_1,test_r2_fold_2,test_r2_fold_3,test_r2_fold_4,test_r2_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
250,802.8293379806139,1414.5117061533424,88.43469234800462,96.4633721706391,101.30669517528533,96.10118442757316,3631.8407457815674,0.0675308279693126,0.0478154000129113,0.1043364331126213,0.0907543376088142,0.0767652243375778,0.0922858864068985,-0.0264877416193485,-87.02452314912547,168.60767074460318,-2.296952379788363,-2.3061157913171044,-2.1465301247222173,-4.136337902678823,-424.2366795471208,639.4656342467936,1153.5536176116188,62.067088574501106,62.759480853128224,63.71851533677726,62.210508376969834,2946.572578092592,0.0859713822603225,0.0194454420053124,0.1015110984444618,0.0955296978354454,0.0895190238952636,0.0954698473215103,0.0478272438049316,-406.2585665233172,661.7943503982599,-50.221633465121094,-83.71367223244326,-84.20063709817101,-83.56567671163155,-1729.5912131092189,695.2942649253031,1196.849776956154,119.15138090537052,93.43842880960848,79.95744382331802,95.06352736298427,3088.8605437252345,0.0756987918168306,0.0324615100657139,0.0267697442322969,0.0925334170460701,0.1250811964273452,0.0657834187150001,0.0683261826634407,-511.6845348148665,873.6748962259298,-93.52240764283763,-54.428118947864505,-109.36156168589956,-42.76003626355301,-2258.350549534178,80.2,39.6,100,100,100,100,1
