lags,train_cross_entropy_mean,train_cross_entropy_std,train_cross_entropy_fold_1,train_cross_entropy_fold_2,train_cross_entropy_fold_3,train_cross_entropy_fold_4,train_cross_entropy_fold_5,train_roc_auc_multiclass_mean,train_roc_auc_multiclass_std,train_roc_auc_multiclass_fold_1,train_roc_auc_multiclass_fold_2,train_roc_auc_multiclass_fold_3,train_roc_auc_multiclass_fold_4,train_roc_auc_multiclass_fold_5,train_f1_mean,train_f1_std,train_f1_fold_1,train_f1_fold_2,train_f1_fold_3,train_f1_fold_4,train_f1_fold_5,train_acc_mean,train_acc_std,train_acc_fold_1,train_acc_fold_2,train_acc_fold_3,train_acc_fold_4,train_acc_fold_5,val_cross_entropy_mean,val_cross_entropy_std,val_cross_entropy_fold_1,val_cross_entropy_fold_2,val_cross_entropy_fold_3,val_cross_entropy_fold_4,val_cross_entropy_fold_5,val_roc_auc_multiclass_mean,val_roc_auc_multiclass_std,val_roc_auc_multiclass_fold_1,val_roc_auc_multiclass_fold_2,val_roc_auc_multiclass_fold_3,val_roc_auc_multiclass_fold_4,val_roc_auc_multiclass_fold_5,val_f1_mean,val_f1_std,val_f1_fold_1,val_f1_fold_2,val_f1_fold_3,val_f1_fold_4,val_f1_fold_5,val_acc_mean,val_acc_std,val_acc_fold_1,val_acc_fold_2,val_acc_fold_3,val_acc_fold_4,val_acc_fold_5,test_cross_entropy_mean,test_cross_entropy_std,test_cross_entropy_fold_1,test_cross_entropy_fold_2,test_cross_entropy_fold_3,test_cross_entropy_fold_4,test_cross_entropy_fold_5,test_roc_auc_multiclass_mean,test_roc_auc_multiclass_std,test_roc_auc_multiclass_fold_1,test_roc_auc_multiclass_fold_2,test_roc_auc_multiclass_fold_3,test_roc_auc_multiclass_fold_4,test_roc_auc_multiclass_fold_5,test_f1_mean,test_f1_std,test_f1_fold_1,test_f1_fold_2,test_f1_fold_3,test_f1_fold_4,test_f1_fold_5,test_acc_mean,test_acc_std,test_acc_fold_1,test_acc_fold_2,test_acc_fold_3,test_acc_fold_4,test_acc_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
250,0.8512249072695411,0.2095620173853294,0.4585037571507574,1.0441930423509207,0.8730153053406848,0.8633803581954628,1.0170320733098794,0.9363281824871234,0.0247844464560306,0.973951434878587,0.9071743929359826,0.9441869021339224,0.9456401766004418,0.9106880058866822,0.6465944497004098,0.17501407555859,0.9674976348155152,0.4768243456322923,0.648774834437086,0.6391895301166817,0.5006859035004738,0.7031788079470198,0.1459897086923493,0.9725165562913908,0.563907284768212,0.7003311258278145,0.6966887417218544,0.5824503311258278,1.316913961370786,0.0089874569848996,1.3299316309747242,1.316955139003103,1.307149311616307,1.3070926273625991,1.3234410978971969,0.6207892416225751,0.0017039606577549,0.6233465608465611,0.6205908289241624,0.6219135802469139,0.619598765432099,0.6184964726631392,0.3503694255479966,0.0195200673686352,0.3786611866969006,0.3219812925170065,0.3479733560090697,0.3636574074074071,0.3395738851095989,0.4628968253968255,0.0075969006821732,0.4692460317460317,0.4513888888888889,0.4672619047619047,0.4702380952380952,0.4563492063492063,1.3192830312110129,0.0295104443735007,1.3733811488463763,1.2949383776812329,1.2936098052868767,1.3263978137383383,1.30808801050224,0.6066798941798942,0.0123932516747959,0.5831128747795412,0.607253086419753,0.6178350970017638,0.6155753968253967,0.6096230158730163,0.3482208994708992,0.008606165286231,0.3604969765684051,0.3367819349962206,0.352650226757369,0.3403297430083141,0.3508456160241873,0.4565476190476191,0.009122669787756,0.4414682539682539,0.4632936507936508,0.4682539682539682,0.4553571428571428,0.4543650793650793,27.0,16.074825037928093,58,14,24,24,15
