lags,train_bce_mean,train_bce_std,train_bce_fold_1,train_bce_fold_2,train_bce_fold_3,train_bce_fold_4,train_bce_fold_5,train_roc_auc_mean,train_roc_auc_std,train_roc_auc_fold_1,train_roc_auc_fold_2,train_roc_auc_fold_3,train_roc_auc_fold_4,train_roc_auc_fold_5,val_bce_mean,val_bce_std,val_bce_fold_1,val_bce_fold_2,val_bce_fold_3,val_bce_fold_4,val_bce_fold_5,val_roc_auc_mean,val_roc_auc_std,val_roc_auc_fold_1,val_roc_auc_fold_2,val_roc_auc_fold_3,val_roc_auc_fold_4,val_roc_auc_fold_5,test_bce_mean,test_bce_std,test_bce_fold_1,test_bce_fold_2,test_bce_fold_3,test_bce_fold_4,test_bce_fold_5,test_roc_auc_mean,test_roc_auc_std,test_roc_auc_fold_1,test_roc_auc_fold_2,test_roc_auc_fold_3,test_roc_auc_fold_4,test_roc_auc_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
0,0.6931711912155152,1.7890506647359425e-05,0.6931681036949158,0.693152666091919,0.693173885345459,0.6932036876678467,0.6931576132774353,0.8152740672588976,0.1068920793206742,0.8754800467523793,0.8635242474916388,0.8578892480967776,0.8774871077520514,0.6019896862016411,0.693220579624176,7.52267536875325e-05,0.6931524276733398,0.693209171295166,0.693240225315094,0.6931472420692444,0.6933538317680359,0.720886044513399,0.0077362113806967,0.7166197183098592,0.7125821596244132,0.7189671361502348,0.7209389671361502,0.7353222413463377,0.6932196021080017,7.605057508917851e-05,0.6931474208831787,0.6932096481323242,0.6932395696640015,0.6931475400924683,0.6933538317680359,0.7371297855678595,0.0404931571762532,0.8157051282051282,0.7025533536585367,0.7242584545626299,0.7310193153566648,0.7121126760563381,5.0,2.9664793948382653,10,4,4,6,1
150,0.6932015895843506,6.536632878915492e-05,0.6931651830673218,0.6931411027908325,0.6931712031364441,0.6933258771896362,0.6932045817375183,0.8632742816269536,0.0201642447211865,0.8649711971948574,0.8725961538461539,0.865043278756909,0.8263983130467462,0.8873624652901019,0.6932036280632019,6.414878831806525e-05,0.6932269334793091,0.6931554675102234,0.6931521892547607,0.6931638121604919,0.6933197379112244,0.7298832997987927,0.0160908181059746,0.7230985915492958,0.7233802816901408,0.7221596244131455,0.7188732394366196,0.7619047619047619,0.6932027816772461,6.484423684943265e-05,0.6932246685028076,0.693152666091919,0.6931519508361816,0.6931638121604919,0.6933208107948303,0.750760627308557,0.0440519901236458,0.8304110105580694,0.7572408536585367,0.7274702437181184,0.7393383056033659,0.6993427230046948,5.6,4.758150901348127,4,15,3,2,4
