lags,train_bce_mean,train_bce_std,train_bce_fold_1,train_bce_fold_2,train_bce_fold_3,train_bce_fold_4,train_bce_fold_5,train_roc_auc_mean,train_roc_auc_std,train_roc_auc_fold_1,train_roc_auc_fold_2,train_roc_auc_fold_3,train_roc_auc_fold_4,train_roc_auc_fold_5,train_f1_mean,train_f1_std,train_f1_fold_1,train_f1_fold_2,train_f1_fold_3,train_f1_fold_4,train_f1_fold_5,val_bce_mean,val_bce_std,val_bce_fold_1,val_bce_fold_2,val_bce_fold_3,val_bce_fold_4,val_bce_fold_5,val_roc_auc_mean,val_roc_auc_std,val_roc_auc_fold_1,val_roc_auc_fold_2,val_roc_auc_fold_3,val_roc_auc_fold_4,val_roc_auc_fold_5,val_f1_mean,val_f1_std,val_f1_fold_1,val_f1_fold_2,val_f1_fold_3,val_f1_fold_4,val_f1_fold_5,test_bce_mean,test_bce_std,test_bce_fold_1,test_bce_fold_2,test_bce_fold_3,test_bce_fold_4,test_bce_fold_5,test_roc_auc_mean,test_roc_auc_std,test_roc_auc_fold_1,test_roc_auc_fold_2,test_roc_auc_fold_3,test_roc_auc_fold_4,test_roc_auc_fold_5,test_f1_mean,test_f1_std,test_f1_fold_1,test_f1_fold_2,test_f1_fold_3,test_f1_fold_4,test_f1_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
-800,0.7095335611544157,0.0058958464419316,0.7159638273088555,0.7061656029600846,0.7020947048538609,0.7064208971826653,0.7170227734666121,0.4984131553164992,0.0091890016013132,0.5080888176682149,0.4973695069175813,0.5078281047584124,0.4955538195997692,0.4832255276385186,0.5030859076434276,0.005645069382198,0.5072681371412,0.5065946522956651,0.5082054062532939,0.4999416785358149,0.4934196639911642,0.6938525374978781,0.0013123002472099,0.6931051686406136,0.693172387778759,0.6935139261186123,0.693015830591321,0.6964553743600845,0.5174634657174859,0.0093198700010946,0.5271397282926616,0.5291735711909135,0.5050689270075094,0.5151461020922581,0.510789000004087,0.3690460135541705,0.0707590457586595,0.3899609339423377,0.2910237774073134,0.2865788176052107,0.4702016371395377,0.4074649016764532,0.6938093572854995,0.0012757251782597,0.6930941473692656,0.6932028234004974,0.6933575216680765,0.6930406987667084,0.69635159522295,0.5135638305098352,0.0189537033047379,0.5390628665582406,0.5290779682296697,0.5085594420086892,0.5063289509515407,0.4847899248010359,0.3629620513568016,0.0643676540550857,0.3695175414739942,0.2943755681901046,0.2944523402310067,0.4653462558252834,0.3911185510636193,2.0,0.8944271909999159,1,3,3,2,1
-775,0.701462451156817,0.0061850750706766,0.6985456422755593,0.6945067443345723,0.7052562550494546,0.6973772783028452,0.7116263358216537,0.5045855637189739,0.0095273396071644,0.5021411833170798,0.505842643195994,0.5177166454913877,0.4885502867725252,0.5086770598178827,0.5046930520080268,0.0084220392155602,0.508880532482748,0.5037570644663328,0.5181858090451561,0.4936748722858678,0.4989669817600294,0.6939622752368451,0.0004590837788563,0.6935597620904446,0.6939663384109735,0.6943970806896687,0.6933516282588243,0.694536566734314,0.5167395099248866,0.0076592084562785,0.5225713660788278,0.517850629109654,0.5235148870693478,0.5175637543396469,0.502196913026957,0.3313348701752764,0.0501947717108125,0.3911185510636193,0.3911185510636193,0.2921022008740515,0.309652176846402,0.2726828710286896,0.6940783374011517,0.0005658706298924,0.6935890391469002,0.6938380189239979,0.6948002334684134,0.6934566106647253,0.6947077848017216,0.514067667237095,0.0212326840714843,0.5080927312244886,0.5547491198234159,0.5096066983819281,0.5055083184739604,0.492381468281682,0.3259651698319347,0.0471264398267295,0.3853802563314487,0.3808275663743966,0.2987383645365623,0.2783008443120552,0.2865788176052107,4.2,2.5612496949731396,4,8,2,6,1
-750,0.7003574536976062,0.007399492126032,0.6949071206544575,0.6979886914554395,0.6954967373295834,0.6984988877647802,0.7148958312837701,0.5009072520559871,0.006830916176098,0.5090803604445268,0.5045343298801828,0.5019898922995899,0.5003478438474382,0.4885838338081979,0.5016675201075813,0.0065436644322305,0.511927837911765,0.5025705375387933,0.50194452567653,0.5005566190693794,0.4913380803414386,0.694911477342248,0.0017418875224399,0.6936956662684679,0.6939919870346785,0.6959822122007608,0.6978032179176807,0.6930843032896519,0.5125926924031595,0.0123622314957505,0.5170304802562204,0.5123168351729781,0.5012463382669156,0.4990121633078742,0.533357645011809,0.3734798744945043,0.0439093258758628,0.3911185510636193,0.2865788176052107,0.3911185510636193,0.3911185510636193,0.4074649016764532,0.6947969425469637,0.0016392805812086,0.6934309024363756,0.6939085219055414,0.6960005834698677,0.6974175833165646,0.6932271216064692,0.5096865639360308,0.0270886616940795,0.5387779306438906,0.5365121157237411,0.51632246549616,0.4712478470780074,0.4855724607383554,0.3720966844597504,0.0398264205223305,0.3853802563314487,0.2943755681901046,0.3821441450371267,0.4074649016764532,0.3911185510636193,8.0,6.196773353931867,19,5,10,5,1
-725,0.7028942449469315,0.007813356030092,0.7065851556627374,0.7042145973757694,0.6946173435763309,0.6941338639510305,0.7149202641687895,0.5058643290708312,0.0099149458949115,0.5043507161577783,0.498609126811907,0.5125098383341117,0.5208935295777631,0.4929584344725963,0.5092597715097194,0.0055882556843985,0.5075921402205228,0.5076606849454507,0.5036548518672085,0.5200216014766874,0.5073695790387275,0.6944852836430073,0.000938897876626,0.6956721618771553,0.6950386073440313,0.6932351682335138,0.6935296356678009,0.694950845092535,0.5118438762085773,0.0094382427778356,0.5282224903498849,0.5025867565010187,0.5125555585722569,0.502438069011151,0.5134165066085751,0.3523429267750202,0.049398030479145,0.3911185510636193,0.3911185510636193,0.3911185510636193,0.3156761096555531,0.2726828710286896,0.6944474067538977,0.0008248738327572,0.6953862383961678,0.6949458941817284,0.6932330280542374,0.6937143970280886,0.6949574761092663,0.5084468838116343,0.018689362205822,0.5232681717473192,0.5360336149806486,0.5039527876001801,0.4858270471075928,0.4931527976224304,0.3423453503038509,0.0492635044740194,0.3853802563314487,0.3808275663743966,0.3812393886033031,0.2777007226048952,0.2865788176052107,5.6,4.454211490264017,2,3,11,11,1
-700,0.7050853241117376,0.0051753468591272,0.7070106236558211,0.7048377306837784,0.6960551682271455,0.71204636410663,0.7054767338853133,0.5000023686265656,0.0095412813599937,0.4942459973108798,0.4845098209285632,0.510631687960511,0.5027967135501331,0.5078276233827403,0.5046240801106461,0.0075263107433746,0.4965967206790673,0.4947233296036454,0.5100502370964988,0.5083088518472882,0.5134412613267307,0.6957571260631085,0.0031695713835583,0.6952319443225861,0.6942047700285912,0.693404920399189,0.6939594484865665,0.7019845470786095,0.5336646769235462,0.0078873144959762,0.5312086776571193,0.5297099981232352,0.5489401627216819,0.5263388012197693,0.5321257448959262,0.3355731082385819,0.0527670929514991,0.2865788176052107,0.3061244532424159,0.2865788176052107,0.3911185510636193,0.4074649016764532,0.695969695225358,0.0033059786300176,0.6957229040563107,0.6944672465324402,0.6933931969106197,0.6938702370971441,0.7023948915302753,0.5159394859545124,0.0260395113371039,0.4925834188636455,0.477709914212501,0.5438642686820916,0.528471389807405,0.5370684382069194,0.3379166688227744,0.0505530138327827,0.2920138538372269,0.3045336973055655,0.2944523402310067,0.4074649016764532,0.3911185510636193,3.4,2.4979991993593593,2,4,8,1,2
-675,0.7066997135312933,0.0083667229045332,0.6985560655593872,0.695620566292813,0.7142986228591517,0.7167332065732855,0.7082901063718294,0.5020170793436851,0.0100923828239576,0.4943833574858505,0.4924862372049726,0.5099050653285717,0.4953654940953494,0.5179452426036814,0.4994118691846482,0.0091774410341271,0.4975398402005845,0.4934473093378231,0.5042705258645682,0.4875965865344501,0.5142050839858153,0.6936562724411488,0.0008387198436478,0.6933231465518475,0.6931540071964264,0.6953257247805595,0.6931414883583784,0.693336995318532,0.5191372883492376,0.0164945177054199,0.53153716952344,0.5125725286465207,0.5270906101444995,0.5346615472302089,0.4898245862015182,0.347234461548457,0.0540293753762679,0.3911185510636193,0.3911185510636193,0.3911185510636193,0.2901337835227372,0.2726828710286896,0.6936665181070566,0.0008323058583617,0.6934091411530972,0.693146038800478,0.6953206770122051,0.6931721139699221,0.6932846195995808,0.5098121559206948,0.0281221503187238,0.4902058867378805,0.5338132615980196,0.4662359719570422,0.5421962854854648,0.5166093738250673,0.3413417799886097,0.0506030863225677,0.3853802563314487,0.3808275663743966,0.3812393886033031,0.2726828710286896,0.2865788176052107,4.0,3.687817782917155,8,9,1,1,1
-650,0.6969898586524161,0.0027086183408588,0.7005839749386437,0.6944543782033419,0.6949819382868315,0.6949293067580775,0.6999996950751857,0.5086423871003369,0.011004027309427,0.4910923893651037,0.5257869685990446,0.5077209665277654,0.5083638060277061,0.510247804982065,0.5047733254254283,0.0131549650603234,0.4828540424106737,0.5242503540795087,0.504078993514365,0.5061761916950898,0.506507045427504,0.6936474826186896,0.0005557777277413,0.6939378827810287,0.6934185680001974,0.693121898919344,0.6945949960500002,0.6931640673428774,0.5143823739533497,0.010070063098797,0.5172519687582182,0.5224246698551465,0.5252698952133876,0.5097265632332844,0.4972387727067117,0.3276622817584216,0.0518194692415107,0.3911185510636193,0.3911185510636193,0.2856763715203939,0.2865788176052107,0.283819117539265,0.6937176067382097,0.0006250387114161,0.6938493754714727,0.6934471242129803,0.6932240352034569,0.694876167923212,0.6931913308799267,0.4916740287373695,0.0159872958914963,0.4896615035519713,0.5211651531014141,0.4800997892333138,0.47524381471439,0.4921998830857582,0.3351967066697868,0.0446871873414617,0.3853802563314487,0.3808275663743966,0.2970788186760388,0.2726828710286896,0.3400140209383605,6.6,2.5768197453450252,5,5,8,11,4
-625,0.6958385956914801,0.0006971453251617,0.6947292923927307,0.6959722035809567,0.695420367466776,0.6964028421201204,0.6966682728968169,0.5028389738797949,0.0088283334882397,0.5110340207517821,0.5094783416813727,0.4871065121070929,0.5071959230385273,0.4993800718201994,0.5042530633142424,0.008899670388103,0.5198376115503854,0.5063500698695574,0.4937800974735903,0.5032061301778342,0.498091407499844,0.6933655098080636,0.0002604356606568,0.6931529864668846,0.6938245818018913,0.6931159663945436,0.6934693399816751,0.6932646743953228,0.5210752540047461,0.0128577617708942,0.5288719568027781,0.5312163991238191,0.5275076054517296,0.5216308437914505,0.4961494648539526,0.3425542531876774,0.0531228688287099,0.2865788176052107,0.2924770468119684,0.3240846873176869,0.3911185510636193,0.4185121631399018,0.6932958796620369,0.0003090084570958,0.6932070758193731,0.6939083579927683,0.6931034289300442,0.6930947471410036,0.6931657884269953,0.5048852244898314,0.0217358758569828,0.4684536341050134,0.5308737953649937,0.5130691072596416,0.5180573655843778,0.4939722201351307,0.335925908843487,0.0487002838738969,0.2920138538372269,0.2988026515234379,0.2995081488229995,0.4074649016764532,0.3818399883573173,11.0,3.5777087639996634,15,7,15,7,11
-600,0.7042631175643519,0.0106123043909193,0.6965788671844884,0.7091762429789493,0.694354280045158,0.6983282722924885,0.7228779253206755,0.4958548655649245,0.0070977932509332,0.4960325856920695,0.4887670246260755,0.5031645308487152,0.5042607091433745,0.487049477514388,0.4967998676684688,0.0073805581998659,0.4954224562824296,0.4973939701890532,0.5065287461251341,0.5005566118112819,0.4840975539344455,0.6941966280341149,0.0014835922535633,0.6932441480457783,0.697112862020731,0.6936473064124584,0.6931076217442751,0.6938712019473314,0.5279679796086525,0.0124576145929359,0.5343379365168499,0.5385923645197588,0.5407108597463606,0.5160972613829587,0.5101014758773343,0.3381141820803034,0.0717526573599996,0.3911185510636193,0.2865788176052107,0.2865788176052107,0.4536118530987865,0.2726828710286896,0.6942681849002839,0.0015365193485821,0.6933006905019283,0.6972859129309654,0.6936789881438017,0.6931209750473499,0.6939543578773737,0.5033406179474751,0.0182224312072781,0.4880732589560503,0.5206729901850631,0.5180706411896048,0.4753373427996875,0.5145488566069696,0.3449074324803011,0.0696606934715501,0.3853802563314487,0.2943755681901046,0.2944523402310067,0.4637501800437348,0.2865788176052107,7.8,7.6262703859750465,9,2,22,5,1
-575,0.6969074524076362,0.0026354483846299,0.6958438051374335,0.7017950145821822,0.6958870737176193,0.6939666503354123,0.6970447182655335,0.5049024156067152,0.0092044454278307,0.4967174921494265,0.5081274804683478,0.5205654373805728,0.5042202001795371,0.4948814678556917,0.5090835608770466,0.0073227940221783,0.5023757162241989,0.5151977294942381,0.5145602546131627,0.5151220938450909,0.4981620102085427,0.6947526358067989,0.0032542855474168,0.6930977441370487,0.7012605611234903,0.6931305266916752,0.6932058725506067,0.6930684745311737,0.528454454420326,0.0094576255003284,0.5458337813398251,0.5271979299973386,0.5193800942584622,0.5291980934136838,0.5206623730923199,0.3465330265176783,0.0758249238398367,0.2927246887501114,0.2865788176052107,0.3911185510636193,0.2865788176052107,0.4756642575642392,0.6947656877338886,0.0032258761887185,0.6931688971817493,0.7012156620621681,0.6930820718407631,0.6932853888720274,0.6930764187127352,0.5041227924796516,0.0241565006024287,0.4925773057435904,0.5301592119329752,0.4766770953569192,0.4854078151868933,0.5357925341778802,0.3440730107912333,0.0776511970725957,0.2920138538372269,0.2943755681901046,0.3812393886033031,0.2726828710286896,0.4800533722968424,9.0,3.9496835316263,11,3,8,15,8
