lags,train_mse_mean,train_mse_std,train_mse_fold_1,train_mse_fold_2,train_mse_fold_3,train_mse_fold_4,train_mse_fold_5,train_corr_mean,train_corr_std,train_corr_fold_1,train_corr_fold_2,train_corr_fold_3,train_corr_fold_4,train_corr_fold_5,train_r2_mean,train_r2_std,train_r2_fold_1,train_r2_fold_2,train_r2_fold_3,train_r2_fold_4,train_r2_fold_5,val_mse_mean,val_mse_std,val_mse_fold_1,val_mse_fold_2,val_mse_fold_3,val_mse_fold_4,val_mse_fold_5,val_corr_mean,val_corr_std,val_corr_fold_1,val_corr_fold_2,val_corr_fold_3,val_corr_fold_4,val_corr_fold_5,val_r2_mean,val_r2_std,val_r2_fold_1,val_r2_fold_2,val_r2_fold_3,val_r2_fold_4,val_r2_fold_5,test_mse_mean,test_mse_std,test_mse_fold_1,test_mse_fold_2,test_mse_fold_3,test_mse_fold_4,test_mse_fold_5,test_corr_mean,test_corr_std,test_corr_fold_1,test_corr_fold_2,test_corr_fold_3,test_corr_fold_4,test_corr_fold_5,test_r2_mean,test_r2_std,test_r2_fold_1,test_r2_fold_2,test_r2_fold_3,test_r2_fold_4,test_r2_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
250,95.55809725221782,3.919145461364131,88.63210741608466,96.34190707305297,100.83429535793265,96.0192298717321,95.9629465422867,0.121209742128849,0.0114096954024815,0.1316464990377426,0.1296101063489914,0.1001285463571548,0.12583027780056,0.1188332810997963,-2.332275778237811,0.3589267769536209,-2.398855751535029,-1.813633985363632,-2.111682364886957,-2.4497130469186317,-2.887493742484807,68.67465527381765,12.656972089870893,61.92329567157615,62.19612687191539,62.71322872233371,62.558045974677114,93.98257912858595,0.1302272170782089,0.0272698485570415,0.1019902750849723,0.1078002229332923,0.1244460791349411,0.138556495308876,0.1783430129289627,-76.9543297783791,13.951623027948877,-49.20747896933212,-85.0233162692954,-84.67892729174511,-84.81947481210253,-81.04245154942032,89.8551415637992,18.82293884487085,119.6823304675981,93.3552488422935,79.79103991131846,93.998983008917,62.44810558886887,0.1088278125971555,0.069304276310546,-0.0260667596012353,0.1263028234243393,0.146827757358551,0.1699357330799102,0.1271395087242126,-67.80070173171536,24.89124232183688,-86.35457044239857,-52.51900637215818,-107.47219074795544,-42.851274043288605,-49.80646705277602,99.4,0.4898979485566356,100,99,99,100,99
