lags,train_cross_entropy_mean,train_cross_entropy_std,train_cross_entropy_fold_1,train_cross_entropy_fold_2,train_cross_entropy_fold_3,train_cross_entropy_fold_4,train_cross_entropy_fold_5,train_roc_auc_multiclass_mean,train_roc_auc_multiclass_std,train_roc_auc_multiclass_fold_1,train_roc_auc_multiclass_fold_2,train_roc_auc_multiclass_fold_3,train_roc_auc_multiclass_fold_4,train_roc_auc_multiclass_fold_5,val_cross_entropy_mean,val_cross_entropy_std,val_cross_entropy_fold_1,val_cross_entropy_fold_2,val_cross_entropy_fold_3,val_cross_entropy_fold_4,val_cross_entropy_fold_5,val_roc_auc_multiclass_mean,val_roc_auc_multiclass_std,val_roc_auc_multiclass_fold_1,val_roc_auc_multiclass_fold_2,val_roc_auc_multiclass_fold_3,val_roc_auc_multiclass_fold_4,val_roc_auc_multiclass_fold_5,test_cross_entropy_mean,test_cross_entropy_std,test_cross_entropy_fold_1,test_cross_entropy_fold_2,test_cross_entropy_fold_3,test_cross_entropy_fold_4,test_cross_entropy_fold_5,test_roc_auc_multiclass_mean,test_roc_auc_multiclass_std,test_roc_auc_multiclass_fold_1,test_roc_auc_multiclass_fold_2,test_roc_auc_multiclass_fold_3,test_roc_auc_multiclass_fold_4,test_roc_auc_multiclass_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
0,1.0329729159673051,0.0028951213539002,1.0381016333897908,1.0330589016278584,1.033307949701945,1.029991328716278,1.030404766400655,0.5786513315198898,0.0121105051254224,0.587632180563979,0.5972244504544488,0.5755014161061104,0.5664023076523353,0.5664963028225752,1.0460241436958313,0.000833761976601,1.0454848408699036,1.0468977689743042,1.0468653440475464,1.046151638031006,1.0447211265563965,0.5084411222307903,0.007279725824609,0.5141428954670683,0.5065717892188657,0.4988314242800763,0.5035859545981409,0.5190735475898,1.0365968704223634,0.0089465283954349,1.0210328698158264,1.0359044671058657,1.0352576971054075,1.0447280406951904,1.0460612773895264,0.5127496351151911,0.00631320565481,0.5182951472026568,0.5163617679358363,0.5066589656925354,0.5187554841152796,0.5036768106296473,100.0,0.0,100,100,100,100,100
150,1.0329286813735965,0.0030890700625254,1.0383280515670776,1.0331078966458638,1.0333965917428334,1.0300226012865703,1.029788265625636,0.5793244488760129,0.009817267686879,0.58821373750574,0.5940054285308409,0.5722612318111001,0.5718496089926265,0.5702922375397569,1.0459571719169616,0.0008984627264221,1.0454238653182983,1.0469205975532532,1.0468800067901611,1.0460075736045835,1.044553816318512,0.5151576703732322,0.0046029068201455,0.5187801789139221,0.5157418664522144,0.5088286672592478,0.5112107487881052,0.521226890452672,1.0365867257118224,0.0088773335669712,1.0211066007614136,1.0359089374542236,1.0353440642356873,1.0445773005485537,1.0459967255592346,0.5158680068902717,0.0050945800233952,0.5172435822479917,0.5208776482866675,0.5088118783868563,0.5213401447116773,0.5110667808181657,99.2,0.7483314773547882,99,100,99,100,98
