lags,train_mse_mean,train_mse_std,train_mse_fold_1,train_mse_fold_2,train_mse_fold_3,train_mse_fold_4,train_mse_fold_5,train_corr_mean,train_corr_std,train_corr_fold_1,train_corr_fold_2,train_corr_fold_3,train_corr_fold_4,train_corr_fold_5,train_cosine_sim_mean,train_cosine_sim_std,train_cosine_sim_fold_1,train_cosine_sim_fold_2,train_cosine_sim_fold_3,train_cosine_sim_fold_4,train_cosine_sim_fold_5,train_cosine_dist_mean,train_cosine_dist_std,train_cosine_dist_fold_1,train_cosine_dist_fold_2,train_cosine_dist_fold_3,train_cosine_dist_fold_4,train_cosine_dist_fold_5,train_nll_embedding_mean,train_nll_embedding_std,train_nll_embedding_fold_1,train_nll_embedding_fold_2,train_nll_embedding_fold_3,train_nll_embedding_fold_4,train_nll_embedding_fold_5,train_pairwise_accuracy_mean,train_pairwise_accuracy_std,train_pairwise_accuracy_fold_1,train_pairwise_accuracy_fold_2,train_pairwise_accuracy_fold_3,train_pairwise_accuracy_fold_4,train_pairwise_accuracy_fold_5,train_similarity_entropy_mean,train_similarity_entropy_std,train_similarity_entropy_fold_1,train_similarity_entropy_fold_2,train_similarity_entropy_fold_3,train_similarity_entropy_fold_4,train_similarity_entropy_fold_5,val_mse_mean,val_mse_std,val_mse_fold_1,val_mse_fold_2,val_mse_fold_3,val_mse_fold_4,val_mse_fold_5,val_corr_mean,val_corr_std,val_corr_fold_1,val_corr_fold_2,val_corr_fold_3,val_corr_fold_4,val_corr_fold_5,val_cosine_sim_mean,val_cosine_sim_std,val_cosine_sim_fold_1,val_cosine_sim_fold_2,val_cosine_sim_fold_3,val_cosine_sim_fold_4,val_cosine_sim_fold_5,val_cosine_dist_mean,val_cosine_dist_std,val_cosine_dist_fold_1,val_cosine_dist_fold_2,val_cosine_dist_fold_3,val_cosine_dist_fold_4,val_cosine_dist_fold_5,val_nll_embedding_mean,val_nll_embedding_std,val_nll_embedding_fold_1,val_nll_embedding_fold_2,val_nll_embedding_fold_3,val_nll_embedding_fold_4,val_nll_embedding_fold_5,val_pairwise_accuracy_mean,val_pairwise_accuracy_std,val_pairwise_accuracy_fold_1,val_pairwise_accuracy_fold_2,val_pairwise_accuracy_fold_3,val_pairwise_accuracy_fold_4,val_pairwise_accuracy_fold_5,val_similarity_entropy_mean,val_similarity_entropy_std,val_similarity_entropy_fold_1,val_similarity_entropy_fold_2,val_similarity_entropy_fold_3,val_similarity_entropy_fold_4,val_similarity_entropy_fold_5,test_mse_mean,test_mse_std,test_mse_fold_1,test_mse_fold_2,test_mse_fold_3,test_mse_fold_4,test_mse_fold_5,test_corr_mean,test_corr_std,test_corr_fold_1,test_corr_fold_2,test_corr_fold_3,test_corr_fold_4,test_corr_fold_5,test_cosine_sim_mean,test_cosine_sim_std,test_cosine_sim_fold_1,test_cosine_sim_fold_2,test_cosine_sim_fold_3,test_cosine_sim_fold_4,test_cosine_sim_fold_5,test_cosine_dist_mean,test_cosine_dist_std,test_cosine_dist_fold_1,test_cosine_dist_fold_2,test_cosine_dist_fold_3,test_cosine_dist_fold_4,test_cosine_dist_fold_5,test_nll_embedding_mean,test_nll_embedding_std,test_nll_embedding_fold_1,test_nll_embedding_fold_2,test_nll_embedding_fold_3,test_nll_embedding_fold_4,test_nll_embedding_fold_5,test_pairwise_accuracy_mean,test_pairwise_accuracy_std,test_pairwise_accuracy_fold_1,test_pairwise_accuracy_fold_2,test_pairwise_accuracy_fold_3,test_pairwise_accuracy_fold_4,test_pairwise_accuracy_fold_5,test_similarity_entropy_mean,test_similarity_entropy_std,test_similarity_entropy_fold_1,test_similarity_entropy_fold_2,test_similarity_entropy_fold_3,test_similarity_entropy_fold_4,test_similarity_entropy_fold_5,num_epochs_mean,num_epochs_std,num_epochs_fold_1,num_epochs_fold_2,num_epochs_fold_3,num_epochs_fold_4,num_epochs_fold_5
250,26.18165191600849,1.0232252613906874,27.418529327194413,26.178229000042013,25.459994162522353,27.161333240162243,24.690173850121436,0.6915332103162617,0.0178639929953761,0.6684673988586897,0.6935097959908572,0.7029502774987902,0.6753627676468391,0.7173758115861323,0.6990518158364606,0.0177849719634992,0.6758751197294756,0.7005866703274962,0.7106263238888282,0.6833808179412569,0.7247901472952458,0.3009481843686722,0.0177849721598386,0.3241248808704413,0.2994133293241649,0.2893736760337631,0.3166191826393078,0.2752098529756843,0.9251383832677618,0.0111536488240294,0.940050467500439,0.9205657534785084,0.9204999984084786,0.9353449250970568,0.9092307718543264,0.9987662340449048,0.0005543829325873,0.9984848488460888,0.9996753247527334,0.9982683986812444,0.9982683986038356,0.9991341993406222,1.3203897838468674,0.0031918053806999,1.324514939258625,1.319648804138233,1.3179948158078378,1.3235794039515705,1.316210956078071,38.0785352892449,0.4509188978346278,38.2989195070378,38.223044658913224,38.42771258521173,38.25550064502523,37.18749905003648,0.1963807816631742,0.0188830259867765,0.1865850708274189,0.1920300439146894,0.1830095097409916,0.1865753140180473,0.233703969814724,0.1952565427007088,0.0199565134159092,0.184561650011442,0.1904259520448773,0.1820328234031738,0.1844769025852012,0.2347853854588497,0.8047434587191052,0.0199565147955867,0.8154383501190156,0.8095740478790224,0.8179671787566248,0.8155231034013548,0.765214613439508,1.2867189976955669,0.0022894594788133,1.28774464594251,1.2847811187751563,1.2900927488905911,1.2873576030656986,1.2836188718038777,0.8146563086064409,0.0074015247024862,0.8161478799836644,0.8142023531843252,0.805447486472037,0.8099870482307464,0.8274967751614315,1.3779095800006431,0.0002222989408147,1.377847719749124,1.377740944405938,1.377802258799512,1.377808080109177,1.3783488969394668,37.86575993934958,0.5161428079000617,38.09547150459735,37.22825072618774,38.34807826387279,37.26395378409656,38.39304541799345,0.2116209431946761,0.0197283902954075,0.2008739740960118,0.2388508009510513,0.2037009140748371,0.2295846957919045,0.1850943310595759,0.2112409083542309,0.0205983255092009,0.2001681434179036,0.2402380959743249,0.2025127965949678,0.2294412841331866,0.1838442216507713,0.7887590918095659,0.0205983257407022,0.7998318550419715,0.7597619036524212,0.7974872062642286,0.7705587156783746,0.8161557784108336,1.285542310258294,0.0032560059858043,1.286384541932711,1.2791570554911396,1.2883141973139247,1.286882673488053,1.2869730830656416,0.8198443762059341,0.0135732058673114,0.8054474899509074,0.844033741069675,0.8245784889631235,0.8119325709714036,0.8132295900745614,1.3776150799910845,0.0007307546420168,1.3780528965627172,1.3778419670891668,1.3786254063654502,1.376817742210418,1.3767373877276707,82.0,9.486832980505138,70,83,86,74,97
