train_mse_mean,train_r2_mean,train_corr_mean,val_mse_mean,val_r2_mean,val_corr_mean,test_mse_mean,test_r2_mean,test_corr_mean,num_epochs_mean,train_mse_std,train_r2_std,train_corr_std,val_mse_std,val_r2_std,val_corr_std,test_mse_std,test_r2_std,test_corr_std,num_epochs_std,lags
107.70018101340845,-0.16143451959566962,0.06422881956351612,73.52129757898349,-0.7501683821012308,0.10605974935269433,96.21437214956627,-0.6960151667530472,0.09575151686841384,13.0,4.0249302224931585,0.022890292097960934,0.011537746469745702,17.131892033326174,0.07185293457034647,0.021007860375774363,21.24101842058214,0.15593933685419167,0.03060276680988434,6.663332499583072,-1000
106.62625479963488,-0.15156331558872882,0.0972256982858979,73.49837545016865,-0.7721919188091346,0.13489192579338022,97.09672282440168,-0.7116669524897326,0.13482687883942993,8.6,4.5888062899424495,0.03163891831564355,0.031511600225880385,13.411132602319238,0.11562240853702486,0.015205669330358506,24.56843145595132,0.12895648926901318,0.03840371369012446,4.127953488110059,-800
105.54554086556111,-0.13985538441435735,0.1161771539597467,70.6535438883412,-0.7579273291536279,0.18091076966550065,92.628049750908,-0.7407232581495165,0.176805165514088,10.4,3.906701588347656,0.028225468629878295,0.025254815008555868,16.820739773574196,0.07442058848565315,0.03480221962701941,21.86532653448372,0.09005859381376326,0.04595614219203386,7.472616676907761,-600
102.55493549203516,-0.10667182931326387,0.14389068665056906,69.84607740844692,-0.7702661069126816,0.18095155979657696,91.57474432678912,-0.7389636322721704,0.1884886291545086,18.4,4.385025847747243,0.011401503586250833,0.00996658568074778,13.403752991632171,0.06459818762706289,0.007658716859685979,21.360346059008094,0.0713890554624175,0.015689250734901315,6.590902821313632,-400
100.87185885895465,-0.09347001002247173,0.19478780819624228,71.11658289475483,-1.1173284094612876,0.16945930882151236,90.27817158935306,-0.9784111099200207,0.18475614186656358,14.8,3.2355777801182164,0.018541934935142723,0.012270442935490828,12.000857869191156,0.08298381740583197,0.006148031489206416,19.130225467046333,0.17482824126090427,0.03227062075370889,7.520638270785266,-200
89.08175995446685,0.026043003465896258,0.35585980815084695,65.28477006839202,-1.740370222362312,0.29028455494013655,79.97936757534474,-1.2358865170328468,0.33804418309062073,15.8,2.551098194326274,0.023622978561515486,0.02298433172136986,10.43385732795261,0.2006497142518284,0.019307986657172826,18.761176482557044,0.3627388843818042,0.047223716213202364,9.19565114605812,0
83.2863671875,0.0861462458632046,0.4279164411093956,59.70138898690542,-2.0071372269510146,0.44053270561816715,72.95452434887757,-1.4579533537228901,0.4478662082307966,11.4,3.663628812139832,0.01416301679101413,0.012442694852964616,11.113129649085078,0.13049326246076032,0.005645387671891125,12.953621795988854,0.4207510691201566,0.03754250235967091,5.351635264103861,200
88.38579956112052,0.03677095065439554,0.3701489247651981,61.67244159165803,-1.6757025122642517,0.35092884689005227,76.93661909081914,-1.2140351808285927,0.3535199888371485,15.0,3.514890582180915,0.006765633815670631,0.00582559517138326,7.905426390584185,0.1528616643256296,0.007285587832872019,16.618998252300532,0.38362097054477645,0.023803148276129456,6.29285308902091,400
95.74251438456372,-0.03977745477418254,0.2737819949609466,65.45427688263558,-1.6217500727992875,0.24621591220945063,83.58178619285961,-1.2496401995151967,0.2418809257273687,16.0,4.088449771210841,0.013340062564874307,0.009723293392538664,12.293344804828388,0.1331393186956895,0.02053315679208095,18.23259369567494,0.42207772113491593,0.021262253898960404,2.756809750418044,600
103.15393456939469,-0.11767806614251963,0.16990274070856085,71.38249629854081,-1.2772530987456039,0.13971537628257227,91.23195735312797,-1.0717136895871378,0.14032565561447136,10.6,4.219183074627728,0.010474818209528919,0.006441014225243594,15.195291551869692,0.18976159219216723,0.009738810948861058,18.98518983477024,0.2639909351201146,0.012343963110835415,4.841487374764082,800
